05.01.2000 | 89.999,92 €
05.01.2000 | 80.003,40 €
05.01.2000 | 70.009,14 €
05.01.2000 | 60.025,89 €
05.01.2000 | 50.082,85 €
05.01.2000 | 40.086,19 €
05.01.2000 | 30.086,57 €
05.01.2000 | 20.101,97 €
05.01.2000 | 10.150,97 €
05.01.2000 | 168,12 €
19.01.2000 | -9.628,66 €
19.01.2000 | 886,54 €
19.01.2000 | -9.738,80 €
19.01.2000 | 1.492,30 €
19.01.2000 | -10.366,70 €
19.01.2000 | 897,30 €
19.01.2000 | -10.655,00 €
19.01.2000 | 1.043,66 €
19.01.2000 | -11.421,34 €
19.01.2000 | 41,16 €
02.02.2000 | -15.559,88 €
02.02.2000 | -3.300,38 €
02.02.2000 | -19.791,56 €
02.02.2000 | -7.935,78 €
16.02.2000 | -11.420,78 €
16.02.2000 | 1.938,70 €
01.03.2000 | -13.055,67 €
01.03.2000 | 7.618,23 €
15.03.2000 | 19.000,94 €
16.03.2000 | 53.013,74 €
21.03.2000 | 61.396,19 €
30.03.2000 | 75.973,69 €
03.04.2000 | 90.891,59 €
03.04.2000 | 97.308,04 €
04.04.2000 | 111.459,89 €
05.04.2000 | 97.974,85 €
05.04.2000 | 84.458,16 €
05.04.2000 | 70.950,42 €
05.04.2000 | 57.658,64 €
05.04.2000 | 44.158,64 €
05.04.2000 | 30.625,24 €
05.04.2000 | 17.119,66 €
05.04.2000 | 3.585,36 €
17.04.2000 | 12.803,02 €
03.05.2000 | -647,48 €
03.05.2000 | 13.209,92 €
03.05.2000 | 1.861,22 €
03.05.2000 | -11.399,78 €
03.05.2000 | 1.164,22 €
03.05.2000 | -12.153,08 €
03.05.2000 | 1.352,50 €
03.05.2000 | 15.733,70 €
03.05.2000 | 1.489,68 €
03.05.2000 | 14.454,27 €
03.05.2000 | 173,62 €
17.05.2000 | -15.648,50 €
17.05.2000 | -2.366,02 €
22.05.2000 | 14.734,70 €
22.05.2000 | 26.454,60 €
22.05.2000 | 38.822,36 €
23.05.2000 | 54.588,74 €
23.05.2000 | 66.088,34 €
24.05.2000 | 54.983,78 €
24.05.2000 | 43.878,38 €
24.05.2000 | 32.792,78 €
24.05.2000 | 21.676,07 €
24.05.2000 | 10.595,57 €
07.06.2000 | -735,43 €
07.06.2000 | 10.641,71 €
07.06.2000 | -1.056,49 €
07.06.2000 | 12.777,77 €
07.06.2000 | 682,44 €
07.06.2000 | -12.813,98 €
07.06.2000 | 254,02 €
21.06.2000 | -14.269,58 €
21.06.2000 | -3.644,58 €
21.06.2000 | -14.221,38 €
21.06.2000 | -1.941,84 €
21.06.2000 | -19.344,86 €
29.06.2000 | -7.958,54 €
29.06.2000 | 7.396,06 €
19.07.2000 | -3.710,21 €
19.07.2000 | -1.935,21 €
19.07.2000 | -4.391,79 €
19.07.2000 | 10.017,81 €
27.07.2000 | 19.770,09 €
27.07.2000 | 26.880,09 €
31.07.2000 | 36.394,64 €
31.07.2000 | 47.008,46 €
02.08.2000 | 37.059,82 €
02.08.2000 | 27.109,82 €
02.08.2000 | 17.211,82 €
02.08.2000 | 7.280,57 €
02.08.2000 | 16.909,67 €
02.08.2000 | 6.972,17 €
16.08.2000 | -3.121,43 €
16.08.2000 | 22.948,57 €
23.08.2000 | 12.860,57 €
23.08.2000 | 2.764,41 €
30.08.2000 | 177,93 €
30.08.2000 | 10.004,22 €
30.08.2000 | -259,15 €
04.09.2000 | 8.040,95 €
05.09.2000 | 18.581,57 €
13.09.2000 | 8.675,91 €
13.09.2000 | -4.544,30 €
13.09.2000 | 5.601,12 €
13.09.2000 | 16.108,32 €
13.09.2000 | 6.193,17 €
20.09.2000 | 15.931,73 €
20.09.2000 | 6.326,47 €
21.09.2000 | 20.397,87 €
25.09.2000 | 26.526,56 €
26.09.2000 | 35.823,50 €
28.09.2000 | 44.941,97 €
04.10.2000 | 53.761,97 €
04.10.2000 | 45.774,77 €
09.10.2000 | 54.064,39 €
11.10.2000 | 44.755,62 €
11.10.2000 | 35.438,06 €
11.10.2000 | 26.132,81 €
11.10.2000 | 16.811,60 €
11.10.2000 | 7.527,60 €
11.10.2000 | -626,13 €
11.10.2000 | 9.448,76 €
25.10.2000 | 256,70 €
25.10.2000 | 9.358,36 €
25.10.2000 | 139,24 €
25.10.2000 | 9.268,48 €
25.10.2000 | 47,71 €
26.10.2000 | 8.816,87 €
08.11.2000 | -583,63 €
08.11.2000 | 8.381,54 €
08.11.2000 | -777,61 €
08.11.2000 | 8.474,25 €
20.11.2000 | 16.592,25 €
21.11.2000 | 25.814,10 €
22.11.2000 | 16.739,60 €
22.11.2000 | 7.684,91 €
22.11.2000 | 14.782,82 €
22.11.2000 | 7.895,79 €
23.11.2000 | 17.504,07 €
29.11.2000 | 8.154,07 €
29.11.2000 | -2.159,13 €
29.11.2000 | 7.673,55 €
07.12.2000 | 15.764,55 €
11.12.2000 | 24.386,81 €
11.12.2000 | 32.044,05 €
12.12.2000 | 46.345,05 €
13.12.2000 | 37.697,02 €
13.12.2000 | 29.055,02 €
13.12.2000 | 20.411,62 €
13.12.2000 | 11.770,90 €
13.12.2000 | 3.139,90 €
13.12.2000 | 8.640,10 €
13.12.2000 | 16.940,10 €
14.12.2000 | 25.558,10 €
14.12.2000 | 33.854,10 €
27.12.2000 | 25.440,50 €
03.01.2001 | 16.636,25 €
03.01.2001 | 7.798,76 €
03.01.2001 | 27,58 €
03.01.2001 | -8.503,42 €
03.01.2001 | -44,62 €
03.01.2001 | -8.492,45 €
03.01.2001 | 215,81 €
04.01.2001 | 8.009,03 €
08.01.2001 | 16.372,88 €
10.01.2001 | 8.159,43 €
17.01.2001 | 15.809,13 €
17.01.2001 | 23.747,93 €
24.01.2001 | 15.577,21 €
24.01.2001 | 7.399,61 €
07.02.2001 | 15.087,61 €
07.02.2001 | 7.027,61 €
07.02.2001 | 14.917,21 €
07.02.2001 | 6.855,50 €
21.02.2001 | -3.180,07 €
21.02.2001 | 4.198,26 €
21.02.2001 | -3.929,74 €
21.02.2001 | 4.411,01 €
22.02.2001 | 12.368,43 €
28.02.2001 | 4.420,71 €
28.02.2001 | 11.736,71 €
28.02.2001 | 19.318,71 €
28.02.2001 | 11.356,51 €
01.03.2001 | 19.061,51 €
14.03.2001 | 11.457,01 €
14.03.2001 | 3.806,15 €
14.03.2001 | 11.209,75 €
21.03.2001 | 3.623,29 €
22.03.2001 | 14.605,37 €
26.03.2001 | 19.697,30 €
28.03.2001 | 12.041,92 €
28.03.2001 | 4.376,25 €
02.04.2001 | 11.779,03 €
04.04.2001 | 4.195,63 €
11.04.2001 | -3.031,17 €
11.04.2001 | 3.982,18 €
11.04.2001 | -3.526,59 €
11.04.2001 | 4.133,41 €
11.04.2001 | -3.644,65 €
11.04.2001 | 4.653,96 €
25.04.2001 | -4.433,73 €
25.04.2001 | 3.025,44 €
09.05.2001 | -4.659,12 €
09.05.2001 | 6.927,00 €
23.05.2001 | -3.378,12 €
23.05.2001 | 4.690,02 €
23.05.2001 | 2.032,48 €
23.05.2001 | 9.654,83 €
23.05.2001 | 1.943,33 €
06.06.2001 | -7.939,27 €
06.06.2001 | -167,79 €
07.06.2001 | 11.843,72 €
13.06.2001 | 4.149,52 €
21.06.2001 | 9.171,92 €
27.06.2001 | 1.594,22 €
03.07.2001 | 12.392,25 €
09.07.2001 | 19.925,85 €
11.07.2001 | 12.457,17 €
11.07.2001 | 4.988,47 €
11.07.2001 | 9.484,63 €
12.07.2001 | 17.127,23 €
12.07.2001 | 24.549,75 €
18.07.2001 | 17.102,29 €
18.07.2001 | 9.650,59 €
18.07.2001 | 2.213,23 €
18.07.2001 | -4.556,17 €
18.07.2001 | 2.682,38 €
01.08.2001 | -4.562,42 €
01.08.2001 | 2.762,38 €
01.08.2001 | 10.057,27 €
01.08.2001 | 2.662,27 €
01.08.2001 | 10.158,22 €
01.08.2001 | 2.765,02 €
16.08.2001 | 9.378,64 €
20.08.2001 | 15.112,06 €
21.08.2001 | 22.016,10 €
22.08.2001 | 15.171,30 €
22.08.2001 | 8.285,70 €
22.08.2001 | 1.409,20 €
30.08.2001 | 8.307,70 €
03.09.2001 | 14.323,75 €
04.09.2001 | 25.504,46 €
05.09.2001 | 18.677,26 €
05.09.2001 | 11.844,28 €
05.09.2001 | 18.599,68 €
05.09.2001 | 11.815,60 €
11.09.2001 | 18.348,85 €
12.09.2001 | 11.878,75 €
12.09.2001 | 18.267,22 €
17.09.2001 | 24.231,10 €
18.09.2001 | 30.857,62 €
18.09.2001 | 36.530,39 €
20.09.2001 | 42.607,88 €
20.09.2001 | 47.966,28 €
26.09.2001 | 42.027,53 €
03.10.2001 | 35.895,75 €
10.10.2001 | 29.724,90 €
10.10.2001 | 23.553,30 €
10.10.2001 | 17.386,23 €
10.10.2001 | 11.212,08 €
10.10.2001 | 5.043,55 €
10.10.2001 | -484,25 €
10.10.2001 | 5.491,07 €
24.10.2001 | -1.840,93 €
24.10.2001 | 4.038,37 €
24.10.2001 | -1.933,63 €
24.10.2001 | 4.052,78 €
24.10.2001 | -2.082,40 €
24.10.2001 | 4.486,02 €
29.10.2001 | 10.150,67 €
30.10.2001 | 19.366,67 €
30.10.2001 | 24.708,71 €
01.11.2001 | 30.595,95 €
14.11.2001 | 24.827,91 €
14.11.2001 | 19.064,61 €
14.11.2001 | 13.319,06 €
14.11.2001 | 7.567,78 €
14.11.2001 | 1.796,80 €
14.11.2001 | 7.550,61 €
14.11.2001 | 6.161,91 €
15.11.2001 | 11.661,44 €
19.11.2001 | 16.915,44 €
20.11.2001 | 22.687,44 €
21.11.2001 | 17.006,44 €
21.11.2001 | 11.317,24 €
05.12.2001 | 5.463,04 €
05.12.2001 | -263,66 €
05.12.2001 | 5.199,44 €
05.12.2001 | -124,06 €
05.12.2001 | 5.693,34 €
05.12.2001 | -59,61 €
05.12.2001 | 5.900,36 €
05.12.2001 | 29,16 €
05.12.2001 | 5.979,96 €
05.12.2001 | 93,51 €
19.12.2001 | -6.318,39 €
19.12.2001 | -980,77 €
19.12.2001 | -8.820,50 €
19.12.2001 | -3.356,35 €
09.01.2002 | 238,24 €
09.01.2002 | -5.415,20 €
09.01.2002 | 303,80 €
23.01.2002 | 5.203,80 €
23.01.2002 | -209,80 €
23.01.2002 | 4.876,28 €
23.01.2002 | -522,52 €
23.01.2002 | 273,51 €
06.02.2002 | 5.480,06 €
06.02.2002 | 167,48 €
06.02.2002 | 5.985,53 €
06.02.2002 | 659,65 €
07.02.2002 | 5.398,45 €
20.02.2002 | 232,25 €
20.02.2002 | -4.711,62 €
20.02.2002 | 4.199,10 €
06.03.2002 | 3.535,62 €
06.03.2002 | 8.413,22 €
06.03.2002 | 3.036,90 €
20.03.2002 | -3.403,05 €
20.03.2002 | 5.703,52 €
20.03.2002 | 721,17 €
20.03.2002 | -6.383,61 €
20.03.2002 | -1.295,61 €
03.04.2002 | -7.461,29 €
03.04.2002 | -4.230,98 €
17.04.2002 | -1.808,67 €
17.04.2002 | -6.953,52 €
17.04.2002 | 261,36 €
