25.04.2002 | 8.038,35 €
29.04.2002 | 11.239,95 €
02.05.2002 | 16.236,75 €
08.05.2002 | 11.387,87 €
08.05.2002 | 6.506,57 €
08.05.2002 | 1.625,97 €
08.05.2002 | 5.973,47 €
08.05.2002 | 1.129,67 €
22.05.2002 | -3.548,08 €
22.05.2002 | 996,72 €
22.05.2002 | -3.996,90 €
22.05.2002 | 1.075,97 €
22.05.2002 | -3.724,03 €
22.05.2002 | 6.654,72 €
29.05.2002 | 1.870,72 €
04.06.2002 | 6.250,74 €
05.06.2002 | 1.660,74 €
05.06.2002 | 6.235,62 €
05.06.2002 | 11.050,62 €
05.06.2002 | 6.505,62 €
12.06.2002 | 2.002,42 €
12.06.2002 | 6.542,47 €
13.06.2002 | 10.742,47 €
13.06.2002 | 15.150,47 €
17.06.2002 | 19.593,02 €
19.06.2002 | 15.205,40 €
19.06.2002 | 10.818,60 €
19.06.2002 | 6.432,96 €
19.06.2002 | 2.049,69 €
19.06.2002 | 6.288,69 €
19.06.2002 | 1.917,69 €
20.06.2002 | 5.889,69 €
26.06.2002 | 1.738,43 €
03.07.2002 | 5.520,43 €
03.07.2002 | 9.190,30 €
03.07.2002 | 4.727,08 €
03.07.2002 | 8.561,08 €
03.07.2002 | 4.488,12 €
03.07.2002 | 8.775,22 €
03.07.2002 | 4.708,65 €
11.07.2002 | 8.383,79 €
17.07.2002 | 4.515,77 €
17.07.2002 | 8.220,73 €
17.07.2002 | 11.951,89 €
23.07.2002 | 15.815,89 €
24.07.2002 | 10.506,21 €
25.07.2002 | 14.198,21 €
31.07.2002 | 10.538,81 €
31.07.2002 | 6.874,22 €
31.07.2002 | 3.208,22 €
14.08.2002 | -102,65 €
14.08.2002 | 3.210,19 €
03.09.2002 | 6.457,83 €
18.09.2002 | 9.827,10 €
19.09.2002 | 12.864,24 €
02.10.2002 | 9.776,24 €
16.10.2002 | 6.652,28 €
16.10.2002 | 3.533,27 €
16.10.2002 | 437,27 €
30.10.2002 | -3.369,73 €
30.10.2002 | 1.237,40 €
30.10.2002 | 4.396,20 €
30.10.2002 | 935,16 €
06.11.2002 | -1.388,73 €
06.11.2002 | 955,27 €
13.11.2002 | -72,91 €
13.11.2002 | 3.347,09 €
13.11.2002 | 6.828,83 €
13.11.2002 | 3.343,13 €
27.11.2002 | -1.020,07 €
27.11.2002 | 2.898,65 €
27.11.2002 | -434,36 €
27.11.2002 | 3.107,47 €
11.12.2002 | 6.563,11 €
11.12.2002 | 10.623,86 €
11.12.2002 | 7.139,37 €
16.12.2002 | 9.345,21 €
17.12.2002 | 14.905,86 €
17.12.2002 | 18.358,66 €
19.12.2002 | 20.520,21 €
23.12.2002 | 23.972,10 €
08.01.2003 | 20.571,66 €
08.01.2003 | 17.178,61 €
08.01.2003 | 13.776,61 €
08.01.2003 | 10.377,43 €
08.01.2003 | 6.976,44 €
22.01.2003 | 3.554,56 €
22.01.2003 | 663,76 €
23.01.2003 | 3.808,21 €
27.01.2003 | 6.541,56 €
28.01.2003 | 9.863,23 €
30.01.2003 | 12.840,55 €
05.02.2003 | 9.525,21 €
12.02.2003 | 6.224,58 €
19.02.2003 | 2.820,28 €
26.02.2003 | 5.958,28 €
26.02.2003 | 2.828,34 €
04.03.2003 | 5.688,14 €
12.03.2003 | 8.144,11 €
19.03.2003 | 4.942,79 €
19.03.2003 | 1.774,79 €
19.03.2003 | -1.026,41 €
19.03.2003 | 3.022,17 €
19.03.2003 | 56,42 €
19.03.2003 | -3.152,14 €
24.03.2003 | -1.003,05 €
25.03.2003 | 1.853,76 €
02.04.2003 | 4.482,51 €
02.04.2003 | 1.519,81 €
02.04.2003 | 3.364,79 €
02.04.2003 | 480,87 €
02.04.2003 | 3.508,97 €
02.04.2003 | 627,25 €
16.04.2003 | 3.501,43 €
16.04.2003 | 533,80 €
30.04.2003 | -2.243,15 €
30.04.2003 | 416,80 €
14.05.2003 | -3.208,40 €
14.05.2003 | 418,66 €
28.05.2003 | -2.563,56 €
28.05.2003 | 1.869,76 €
11.06.2003 | -2.081,18 €
11.06.2003 | -389,34 €
25.06.2003 | -3.669,95 €
25.06.2003 | 1.649,65 €
20.08.2003 | 631,15 €
27.08.2003 | -3.587,96 €
27.08.2003 | -464,64 €
10.09.2003 | 2.710,29 €
10.09.2003 | -438,46 €
10.09.2003 | 162,06 €
29.10.2003 | -2.878,77 €
29.10.2003 | 2.141,32 €
12.11.2003 | -1.855,40 €
12.11.2003 | 1.344,68 €
22.03.2004 | 5.612,90 €
23.03.2004 | 7.624,22 €
24.03.2004 | 4.593,58 €
24.03.2004 | 1.569,76 €
07.04.2004 | -1.519,61 €
07.04.2004 | 2.533,51 €
07.04.2004 | 5.708,63 €
07.04.2004 | 2.480,73 €
21.04.2004 | -667,35 €
21.04.2004 | 2.476,80 €
22.04.2004 | 5.300,80 €
28.04.2004 | 2.183,30 €
28.04.2004 | 5.359,20 €
28.04.2004 | 2.292,44 €
29.04.2004 | 5.225,06 €
05.05.2004 | 2.130,53 €
12.05.2004 | 4.908,33 €
12.05.2004 | 1.977,48 €
26.05.2004 | -1.077,25 €
26.05.2004 | 7.327,30 €
09.06.2004 | 4.275,30 €
09.06.2004 | 1.189,86 €
09.06.2004 | -2.776,91 €
09.06.2004 | 317,56 €
09.06.2004 | -688,94 €
09.06.2004 | 2.348,99 €
23.06.2004 | -816,70 €
23.06.2004 | 2.170,85 €
07.07.2004 | -878,03 €
07.07.2004 | 2.121,98 €
07.07.2004 | -1.683,47 €
07.07.2004 | 1.276,53 €
11.08.2004 | 4.214,23 €
11.08.2004 | 1.160,98 €
22.09.2004 | -1.831,84 €
22.09.2004 | 2.573,66 €
06.10.2004 | -1.768,34 €
06.10.2004 | 434,86 €
20.10.2004 | -2.689,78 €
20.10.2004 | 540,23 €
03.11.2004 | -2.565,67 €
03.11.2004 | 2.492,92 €
03.11.2004 | -1.656,43 €
17.11.2004 | -3.117,02 €
17.11.2004 | 1.947,53 €
17.11.2004 | -1.750,71 €
17.11.2004 | 4.362,23 €
24.11.2004 | 1.333,28 €
01.12.2004 | 494,84 €
01.12.2004 | -549,84 €
01.12.2004 | 4.251,22 €
15.12.2004 | 1.180,60 €
15.12.2004 | -2.580,08 €
15.12.2004 | 149,15 €
15.12.2004 | -3.690,45 €
15.12.2004 | -1.765,17 €
29.12.2004 | -4.298,61 €
29.12.2004 | 307,89 €
29.12.2004 | -2.069,43 €
29.12.2004 | 1.225,38 €
