TransactionDateTime;SecurityId;Shares;TargetAmountEur;TransactionType;Cancelled;TargetWeight;EffectiveWeight;EffectiveAmountEur
20.02.2002 00:00:00;46;-273;-9236.9951;3;0;0.17325;-0.1725;-8910.72
06.03.2002 00:00:00;46;18;-16653.2831;3;0;0.2;0.0123;663.48
06.03.2002 00:00:00;49;-260;-5166.5398;2;0;0;-0.0906;-4877.60
06.03.2002 00:00:00;39;424;5385.8686;1;0;0.1;0.0998;5376.32
20.03.2002 00:00:00;46;165;7100.5817;3;0;0.33;0.1189;6439.95
20.03.2002 00:00:00;4;-506;-10399.0474;3;0;0.1507;-0.1826;-9888.2519
20.03.2002 00:00:00;38;251;-9443.2783;3;0;0.2;0.0920;4982.35
20.03.2002 00:00:00;42;1567;7539.2394;3;0;0.33;0.1312;7104.778
20.03.2002 00:00:00;39;-424;-332806.6618;2;0;0;-0.0939;-5088
03.04.2002 00:00:00;38;296;6690.6148;3;0;0.33;0.1161;6165.68
03.04.2002 00:00:00;4;-295;-26448.2541;3;0;0.0473;-0.1136;-6031.2749
17.04.2002 00:00:00;4;-122;-55408.0412;2;0;0;-0.0469;-2422.3099
17.04.2002 00:00:00;40;185;5166.1696;1;0;0.1;0.0996;5144.85
17.04.2002 00:00:00;42;-1639;-7736.2941;3;0;0.1962;-0.1397;-7214.878
25.04.2002 00:00:00;46;-221;-9554.0564;3;0;0.165;-0.1543;-7776.99
29.04.2002 00:00:00;46;-92;-22413.5501;3;0;0.1;-0.0639;-3201.6
02.05.2002 00:00:00;46;-144;-49839.9254;2;0;0;-0.1011;-4996.8
08.05.2002 00:00:00;26;70;4900.4802;1;0;0.1;0.0989;4848.8790
08.05.2002 00:00:00;3;106;4900.4802;1;0;0.1;0.0996;4881.2999
08.05.2002 00:00:00;49;230;4900.4802;1;0;0.1;0.0996;4880.60
08.05.2002 00:00:00;40;-185;-83673.0400;2;0;0;-0.0887;-4347.5
08.05.2002 00:00:00;21;81;4900.4802;1;0;0.1;0.0988;4843.7999
22.05.2002 00:00:00;3;99;-259773.2100;3;0;0.2;0.0964;4677.75
22.05.2002 00:00:00;49;-230;-15233.5598;2;0;0;-0.0937;-4544.80
22.05.2002 00:00:00;26;75;-55031.9044;3;0;0.2;0.1030;4993.6275
22.05.2002 00:00:00;42;-1177;-20758.4968;3;0;0.1;-0.1046;-5072.87
22.05.2002 00:00:00;21;80;-83953.0538;3;0;0.2;0.0990;4800
22.05.2002 00:00:00;38;-475;-9519.6314;3;0;0.165;-0.2140;-10378.75
29.05.2002 00:00:00;23;80;4835.6993;1;0;0.1;0.0989;4783.9999
04.06.2002 00:00:00;26;-71;-5124.9806;3;0;0.1;-0.0957;-4380.0255
05.06.2002 00:00:00;39;360;4589.9592;1;0;0.1;0.1000;4590.00
05.06.2002 00:00:00;26;-74;-14825.2130;2;0;0;-0.0997;-4574.8798
05.06.2002 00:00:00;42;-1125;-46367.1098;2;0;0;-0.1049;-4815.00
05.06.2002 00:00:00;47;90;4589.9592;1;0;0.1;0.0990;4545.0
12.06.2002 00:00:00;4;208;4514.3171;1;0;0.1;0.0998;4503.1999
12.06.2002 00:00:00;21;-81;-5185.9153;3;0;0.1;-0.1006;-4540.0499
13.06.2002 00:00:00;3;-100;-5276.7553;3;0;0.1;-0.0949;-4200
13.06.2002 00:00:00;21;-80;-14886.1477;2;0;0;-0.0997;-4407.9999
17.06.2002 00:00:00;3;-105;-14976.9877;2;0;0;-0.1009;-4442.5501
19.06.2002 00:00:00;44;1375;4387.9101;1;0;0.1;0.1000;4387.625
19.06.2002 00:00:00;42;997;4387.9101;1;0;0.1;0.1000;4386.8
19.06.2002 00:00:00;36;276;4387.9101;1;0;0.1;0.0999;4385.6401
19.06.2002 00:00:00;45;722;4387.9101;1;0;0.1;0.0999;4383.262
19.06.2002 00:00:00;47;-90;-50147.1084;2;0;0;-0.0966;-4239.0
19.06.2002 00:00:00;46;124;4387.9101;1;0;0.1;0.0996;4371.00
20.06.2002 00:00:00;23;-80;-100262.5151;2;0;0;-0.0924;-3972.0001
26.06.2002 00:00:00;35;159;4162.0548;1;0;0.1;0.0997;4151.2674
03.07.2002 00:00:00;46;-124;-104067.7609;2;0;0;-0.0929;-3782.0
03.07.2002 00:00:00;44;-1375;-55412.1799;2;0;0;-0.0901;-3669.875
03.07.2002 00:00:00;45;876;-32379.8720;3;0;0.2;0.1096;4463.220
03.07.2002 00:00:00;39;-360;-670203.2828;2;0;0;-0.0941;-3834.00
03.07.2002 00:00:00;17;64;4072.8404;1;0;0.1;0.1000;4072.9600
03.07.2002 00:00:00;42;-997;-97122.1297;2;0;0;-0.1053;-4287.1
03.07.2002 00:00:00;6;177;4072.8404;1;0;0.1;0.0998;4066.575
11.07.2002 00:00:00;35;-159;-4162.0548;2;0;0;-0.0922;-3675.1419
17.07.2002 00:00:00;39;351;3872.7768;1;0;0.1;0.0999;3868.02
17.07.2002 00:00:00;17;-64;-41637.1494;2;0;0;-0.0957;-3704.9600
17.07.2002 00:00:00;6;-177;-4072.8404;2;0;0;-0.0963;-3731.16
23.07.2002 00:00:00;36;-276;-4387.9101;2;0;0;-0.1037;-3864
24.07.2002 00:00:00;45;1240;4009.8047;3;0;0.33;0.1441;5309.680
25.07.2002 00:00:00;4;-208;-115330.3995;2;0;0;-0.1001;-3692.00
31.07.2002 00:00:00;36;228;3671.5483;1;0;0.1;0.0997;3659.3998
31.07.2002 00:00:00;28;239;3671.5483;1;0;0.1;0.0998;3664.5870
31.07.2002 00:00:00;4;188;3671.5483;1;0;0.1;0.0998;3666.0
14.08.2002 00:00:00;28;213;-34138.8713;3;0;0.2;0.0941;3310.8719
14.08.2002 00:00:00;36;-228;-12447.3685;2;0;0;-0.0942;-3312.8399
03.09.2002 00:00:00;28;-222;-3659.4758;3;0;0.1;-0.0963;-3247.6379
18.09.2002 00:00:00;28;-230;-10692.8810;2;0;0;-0.1060;-3369.2700
19.09.2002 00:00:00;4;-188;-234332.3473;2;0;0;-0.0974;-3037.1401
02.10.2002 00:00:00;18;40;3160.0282;1;0;0.1;0.0977;3087.9999
16.10.2002 00:00:00;42;697;3126.5982;1;0;0.1;0.0999;3123.954
16.10.2002 00:00:00;13;149;3126.5982;1;0;0.1;0.0998;3119.0171
16.10.2002 00:00:00;18;40;-46742.8704;3;0;0.2;0.0990;3096.0001
30.10.2002 00:00:00;42;846;-190424.4650;3;0;0.2;0.1096;3807.0
30.10.2002 00:00:00;45;-1265;-6424.7117;3;0;0.165;-0.1326;-4607.130
30.10.2002 00:00:00;13;-149;-264245.9814;2;0;0;-0.0909;-3158.8001
30.10.2002 00:00:00;16;207;3473.1963;1;0;0.1;0.0996;3461.0399
06.11.2002 00:00:00;39;171;-1337175.8858;3;0;0.2;0.0654;2323.89
06.11.2002 00:00:00;18;-32;-2701.4681;3;0;0.1;-0.0660;-2344.00
13.11.2002 00:00:00;45;271;-11581.0159;3;0;0.2;0.0294;1028.174
13.11.2002 00:00:00;18;-48;-8954.6645;2;0;0;-0.0977;-3420.00
13.11.2002 00:00:00;16;-207;-39937.8189;2;0;0;-0.0995;-3481.7399
13.11.2002 00:00:00;4;180;3499.5907;1;0;0.1;0.0996;3485.7000
27.11.2002 00:00:00;42;909;4826.2151;3;0;0.33;0.1223;4363.2
27.11.2002 00:00:00;38;-192;-23474.4977;3;0;0.1;-0.1098;-3918.72
27.11.2002 00:00:00;4;158;-465029.3716;3;0;0.2;0.0934;3333.0099
27.11.2002 00:00:00;45;-919;-3431.7245;3;0;0.1;-0.0993;-3541.826
11.12.2002 00:00:00;38;-174;-50516.4523;2;0;0;-0.0989;-3455.64
11.12.2002 00:00:00;45;-925;-10430.9059;2;0;0;-0.1163;-4060.75
11.12.2002 00:00:00;31;199;3492.5675;1;0;0.1;0.0998;3484.4900
16.12.2002 00:00:00;39;-202;-3607.5071;3;0;0.1;-0.0631;-2205.84
17.12.2002 00:00:00;42;-1212;-6082.2179;3;0;0.165;-0.1612;-5560.656
17.12.2002 00:00:00;39;-320;-10710.9637;2;0;0;-0.1001;-3452.80
19.12.2002 00:00:00;42;-484;-14475.3077;3;0;0.1;-0.0640;-2161.544
23.12.2002 00:00:00;42;-756;-32330.1333;2;0;0;-0.1015;-3451.896
08.01.2003 00:00:00;11;258;3403.6971;1;0;0.1;0.0999;3400.4401
08.01.2003 00:00:00;8;158;3403.6971;1;0;0.1;0.0997;3393.0501
08.01.2003 00:00:00;39;300;3403.6971;1;0;0.1;0.1000;3402.00
08.01.2003 00:00:00;14;372;3403.6971;1;0;0.1;0.0999;3399.1872
08.01.2003 00:00:00;35;142;3403.6971;1;0;0.1;0.0999;3400.9852
22.01.2003 00:00:00;33;968;3424.5744;1;0;0.1;0.0999;3421.880
22.01.2003 00:00:00;31;146;-86247.7317;3;0;0.2;0.0844;2890.7999
23.01.2003 00:00:00;35;-142;-11727.8067;2;0;0;-0.0918;-3144.448
27.01.2003 00:00:00;4;-153;-3829.1341;3;0;0.1;-0.0827;-2733.3450
28.01.2003 00:00:00;4;-185;-10964.0478;2;0;0;-0.1000;-3321.6750
30.01.2003 00:00:00;11;-258;-204691.2787;2;0;0;-0.0892;-2977.3200
05.02.2003 00:00:00;45;796;3319.0024;1;0;0.1;0.0999;3315.340
12.02.2003 00:00:00;11;269;3310.7168;1;0;0.1;0.0997;3300.6301
19.02.2003 00:00:00;45;868;-17654.5306;3;0;0.2;0.1043;3404.296
26.02.2003 00:00:00;39;-300;-24825.6245;2;0;0;-0.1001;-3138.00
26.02.2003 00:00:00;42;694;3134.3601;1;0;0.1;0.0999;3129.94
04.03.2003 00:00:00;8;-158;-124562.4131;2;0;0;-0.0938;-2859.8001
12.03.2003 00:00:00;11;-269;-412693.2742;2;0;0;-0.0831;-2455.9700
19.03.2003 00:00:00;35;140;3204.1111;1;0;0.1;0.0999;3201.3240
19.03.2003 00:00:00;23;75;3204.1111;1;0;0.1;0.0989;3168.0001
19.03.2003 00:00:00;33;752;-94145.4505;3;0;0.2;0.0874;2801.200
19.03.2003 00:00:00;45;-1265;-4786.4513;3;0;0.0543;-0.1721;-5512.870
19.03.2003 00:00:00;14;321;-36623.9122;3;0;0.2;0.0926;2965.7511
19.03.2003 00:00:00;42;696;-61386.4044;3;0;0.2;0.1001;3208.56
24.03.2003 00:00:00;42;-603;-3603.3119;3;0;0.1;-0.0766;-2149.092
25.03.2003 00:00:00;42;-787;-10011.5342;2;0;0;-0.1005;-2856.81
02.04.2003 00:00:00;23;-75;-203729.1413;2;0;0;-0.0911;-2628.7499
02.04.2003 00:00:00;33;777;3116.1967;3;0;0.33;0.1027;2962.701
02.04.2003 00:00:00;45;-399;-11312.7349;2;0;0;-0.0639;-1844.976
02.04.2003 00:00:00;29;613;2886.1876;1;0;0.1;0.0999;2883.9198
02.04.2003 00:00:00;35;-140;-26659.7245;2;0;0;-0.1049;-3028.1020
02.04.2003 00:00:00;4;138;2886.1876;1;0;0.1;0.0998;2881.7160
16.04.2003 00:00:00;29;-613;-2886.1876;2;0;0;-0.0963;-2874.1731
16.04.2003 00:00:00;8;133;2984.0879;1;0;0.1;0.0994;2967.6290
30.04.2003 00:00:00;8;121;-246273.4728;3;0;0.2;0.0952;2776.9501
30.04.2003 00:00:00;4;-138;-24814.2832;2;0;0;-0.0912;-2659.9499
14.05.2003 00:00:00;8;159;3587.9223;3;0;0.33;0.1270;3625.1999
14.05.2003 00:00:00;14;-388;-3552.6576;3;0;0.1;-0.1270;-3627.0628
28.05.2003 00:00:00;14;316;-4093.7158;3;0;0.2;0.1017;2982.2184
28.05.2003 00:00:00;33;-1194;-4684.0087;3;0;0.165;-0.1511;-4433.322
11.06.2003 00:00:00;14;395;4300.4051;3;0;0.33;0.1282;3950.9480
11.06.2003 00:00:00;33;-558;-11478.5894;3;0;0.0886;-0.0663;-2043.396
25.06.2003 00:00:00;33;864;-19576.2694;3;0;0.2;0.1074;3280.608
25.06.2003 00:00:00;14;-522;-5126.2023;3;0;0.165;-0.1741;-5319.5976
20.08.2003 00:00:00;14;94;-8920.3772;3;0;0.2;0.0320;1018.4994
27.08.2003 00:00:00;33;818;3318.5561;3;0;0.2971;0.1001;3177.930
27.08.2003 00:00:00;14;-292;-3199.6131;3;0;0.1;-0.0984;-3123.3196
10.09.2003 00:00:00;14;-296;-9573.0074;2;0;0;-0.1007;-3174.9256
10.09.2003 00:00:00;40;229;3153.8326;1;0;0.1;0.0998;3148.75
10.09.2003 00:00:00;33;-157;-743.6487;3;0;0.2754;-0.0190;-600.525
29.10.2003 00:00:00;40;207;-164092.3594;3;0;0.2;0.0949;3040.83
29.10.2003 00:00:00;33;-1386;-6969.1759;3;0;0.1;-0.1567;-5020.092
12.11.2003 00:00:00;40;252;4516.7591;3;0;0.33;0.1207;3996.72
12.11.2003 00:00:00;33;-884;-17142.1284;2;0;0;-0.0967;-3200.08
22.03.2004 00:00:00;40;-319;-5978.2593;3;0;0.165;-0.1424;-4268.22
23.03.2004 00:00:00;40;-148;-13887.1133;3;0;0.1;-0.0667;-2011.32
24.03.2004 00:00:00;39;172;3031.4859;1;0;0.1;0.1000;3030.64
24.03.2004 00:00:00;37;157;3031.4859;1;0;0.1;0.0997;3023.8200
07.04.2004 00:00:00;40;201;-24302.6785;3;0;0.2;0.0952;3089.37
07.04.2004 00:00:00;31;-192;-3605.6456;3;0;0.1;-0.1250;-4053.1201
07.04.2004 00:00:00;39;-172;-52682.7349;2;0;0;-0.0979;-3175.12
07.04.2004 00:00:00;38;130;3243.5032;1;0;0.1;0.0995;3227.90
21.04.2004 00:00:00;37;156;-54290.4605;3;0;0.2;0.0995;3148.0800
21.04.2004 00:00:00;31;-153;-10454.7944;2;0;0;-0.0994;-3144.1499
22.04.2004 00:00:00;40;-200;-3342.6262;3;0;0.1;-0.0898;-2824.00
28.04.2004 00:00:00;36;145;3126.5344;1;0;0.1;0.0997;3117.5
28.04.2004 00:00:00;38;-130;-104276.4078;2;0;0;-0.1016;-3175.90
28.04.2004 00:00:00;7;43;3126.5344;1;0;0.1;0.0981;3066.7600
29.04.2004 00:00:00;40;-222;-9829.6326;2;0;0;-0.0951;-2932.62
05.05.2004 00:00:00;28;178;3102.0343;1;0;0.1;0.0998;3094.5300
12.05.2004 00:00:00;7;-43;-139352.7668;2;0;0;-0.0944;-2777.7999
12.05.2004 00:00:00;38;117;2942.9475;1;0;0.1;0.0996;2930.85
26.05.2004 00:00:00;38;119;-205425.3944;3;0;0.2;0.1006;3054.73
26.05.2004 00:00:00;8;-259;-4415.3094;3;0;0.165;-0.2769;-8404.5502
09.06.2004 00:00:00;47;80;3087.1929;1;0;0.1;0.0989;3052.00
09.06.2004 00:00:00;49;192;3087.1929;1;0;0.1;0.0999;3085.44
09.06.2004 00:00:00;38;151;4117.3678;3;0;0.33;0.1285;3966.77
09.06.2004 00:00:00;37;-157;-3240.0057;3;0;0.1;-0.1002;-3094.4699
09.06.2004 00:00:00;8;30;-7664.2873;3;0;0.2;0.0326;1006.5000
09.06.2004 00:00:00;28;-178;-24487.7963;2;0;0;-0.0984;-3037.9259
23.06.2004 00:00:00;37;159;-3292.4865;3;0;0.2;0.1009;3165.6900
23.06.2004 00:00:00;8;-90;-3037.0268;3;0;0.1;-0.0952;-2987.5500
07.07.2004 00:00:00;49;184;-27318.6427;3;0;0.2;0.0978;3048.88
07.07.2004 00:00:00;8;-94;-9211.4125;2;0;0;-0.0962;-3000.0101
07.07.2004 00:00:00;37;185;4014.1374;3;0;0.33;0.1221;3805.4499
07.07.2004 00:00:00;47;-80;-103381.4097;2;0;0;-0.0949;-2960
11.08.2004 00:00:00;36;-145;-28021.2714;2;0;0;-0.0958;-2937.7000
11.08.2004 00:00:00;4;115;3067.8700;1;0;0.1;0.0995;3053.2499
22.09.2004 00:00:00;4;105;-46415.2375;3;0;0.2;0.0953;2992.8150
22.09.2004 00:00:00;38;-178;-5005.7474;3;0;0.165;-0.1403;-4405.50
06.10.2004 00:00:00;4;151;4406.9083;3;0;0.33;0.1341;4342.0049
06.10.2004 00:00:00;38;-85;-11954.6635;3;0;0.1;-0.0680;-2203.20
20.10.2004 00:00:00;38;118;-20730.6559;3;0;0.2;0.0974;3124.64
20.10.2004 00:00:00;49;-189;-3026.9240;3;0;0.1;-0.1007;-3230.01
03.11.2004 00:00:00;49;174;-2816.5483;3;0;0.2;0.0964;3105.90
03.11.2004 00:00:00;4;-215;-6301.5732;3;0;0.1361;-0.1864;-6008.8200
03.11.2004 00:00:00;38;155;4218.4836;3;0;0.33;0.1287;4149.35
17.11.2004 00:00:00;4;49;-10855.5114;3;0;0.2;0.0476;1460.5920
17.11.2004 00:00:00;38;-199;-5575.2856;3;0;0.165;-0.1651;-5064.55
17.11.2004 00:00:00;49;208;3675.3334;3;0;0.33;0.1206;3698.24
17.11.2004 00:00:00;37;-274;-5228.1657;3;0;0.165;-0.1993;-6112.9399
24.11.2004 00:00:00;36;127;3043.1645;1;0;0.1;0.0995;3028.9500
01.12.2004 00:00:00;37;36;-9413.2507;3;0;0.2;0.0275;838.4400
01.12.2004 00:00:00;38;41;-10107.4905;3;0;0.2;0.0342;1044.68
01.12.2004 00:00:00;49;-278;-5085.7685;3;0;0.165;-0.1573;-4801.06
15.12.2004 00:00:00;31;126;3084.2480;1;0;0.1;0.0996;3070.6201
15.12.2004 00:00:00;37;154;4074.2483;3;0;0.33;0.1219;3760.6800
15.12.2004 00:00:00;36;-127;-59085.7073;2;0;0;-0.0885;-2729.2300
15.12.2004 00:00:00;38;28;986.9160;3;0;0.2299;0.0240;741.44
15.12.2004 00:00:00;49;-112;-12122.8994;3;0;0.1;-0.0624;-1925.28
29.12.2004 00:00:00;31;104;-18380.1088;3;0;0.2;0.0903;2533.4401
29.12.2004 00:00:00;38;-166;-4283.8222;3;0;0.1;-0.1641;-4606.50
29.12.2004 00:00:00;49;132;-21716.3188;3;0;0.2;0.0847;2377.32
29.12.2004 00:00:00;4;-111;-3327.3050;3;0;0.1;-0.1174;-3294.8131
