TransactionDateTime;SecurityId;Shares;TargetAmountEur;TransactionType;Cancelled;TargetWeight;EffectiveWeight;EffectiveAmountEur;TicketFee
18.01.2016 00:00:00;433229;-8731;-85463;3;0;0.10460;-0.1046;-85472.5047;50
18.01.2016 00:00:00;433040;-1925;-84480;3;0;0.10335;-0.1034;-84504.2679;50
25.01.2016 00:00:00;433229;-4540;-45386;3;0;0.05;-0.0542;-45392.6628;50
28.01.2016 00:00:00;405326;-11;-1236;3;0;0.05;-0.0015;-1239.5819;50
28.01.2016 00:00:00;433040;-984;-43549;3;0;0.05;-0.0524;-43563.3927;50
01.02.2016 00:00:00;433229;-4190;-40783;2;0;0;-0.0484;-40792.5170;50
04.02.2016 00:00:00;405326;-370;-39605;2;0;0;-0.0483;-39711.9121;50
30.03.2016 00:00:00;406173;-1356;-40242;2;0;0;-0.0491;-40271.4621;50
21.04.2016 00:00:00;403723;-654;-34638;3;0;0.05;-0.0436;-34667.1569;50
15.08.2016 00:00:00;433004;-3666;-90513;3;0;0.08545;-0.0855;-90526.3959;50
22.08.2016 00:00:00;433004;-1514;-36417;3;0;0.05;-0.0352;-36425.5027;50
29.08.2016 00:00:00;433004;-60;-1462;3;0;0.05;-0.0014;-1480.3482;50
12.09.2016 00:00:00;433004;-33;-797;3;0;0.05;-0.0008;-813.9021;50
27.09.2016 00:00:00;433004;-2058;-51808;2;0;0;-0.0497;-51808.4659;50
03.10.2016 00:00:00;414017;-2520;-85583;3;0;0.07920;-0.0792;-85602.7104;50
03.11.2016 00:00:00;400004;-622;-84984;3;0;0.08125;-0.0813;-85065.964;50
21.03.2017 00:00:00;400866;-3485;-54480;3;0;0.05;-0.0406;-54493.4308;50
11.04.2017 00:00:00;432356;-3974;-62158;2;0;0;-0.0440;-62158.1080;50
19.07.2017 00:00:00;430185;-13444;-146766;3;0;0.08585;-0.0858;-146776.5708;50
01.11.2017 00:00:00;430185;-4711;-68013;2;0;0;-0.0369;-68013.3110;50
08.11.2017 00:00:00;414217;-7561;-76220;2;0;0;-0.0411;-76229.7541;50
04.12.2017 00:00:00;427710;-401;-76311;3;0;0.05;-0.0445;-76413.1820;50
04.12.2017 00:00:00;432916;-19;-1112;3;0;0.05;-0.0007;-1137.9636;50
07.12.2017 00:00:00;430360;-465;-81661;3;0;0.05;-0.0461;-81750.5724;50
21.12.2017 00:00:00;427710;-450;-83017;2;0;0;-0.0462;-83017.3722;50
18.01.2018 00:00:00;426858;-53;-87072;2;0;0;-0.0448;-87072.4603;50
25.01.2018 00:00:00;400024;-5824;-166564;3;0;0.08475;-0.0847;-166566.4;50
01.02.2018 00:00:00;400024;-2261;-64091;3;0;0.05;-0.0317;-64099.35;50
05.02.2018 00:00:00;428924;-996;-75223;3;0;0.05;-0.0400;-75224.4133;50
05.02.2018 00:00:00;432916;-1434;-86190;2;0;0;-0.0458;-86250.1268;50
07.02.2018 00:00:00;431549;-4055;-88150;2;0;0;-0.0463;-88171.3234;50
12.02.2018 00:00:00;428924;-69;-5495;3;0;0.05;-0.0029;-5554.8134;50
01.03.2018 00:00:00;428924;-1178;-94783;2;0;0;-0.0481;-94863.4467;50
27.03.2018 00:00:00;433140;-3613;-81818;2;0;0;-0.0410;-81840.6311;50
28.03.2018 00:00:00;404190;-2212;-92182;2;0;0;-0.0465;-92223.3846;50
04.04.2018 00:00:00;406168;-102;-3009;3;0;0.05;-0.0015;-3017.4760;50
09.04.2018 00:00:00;417857;-1030;-180143;3;0;0.09105;-0.0911;-180193.5353;50
10.05.2018 00:00:00;400061;-3682;-239519;3;0;0.11685;-0.1169;-239567.1184;50
04.06.2018 00:00:00;400061;-1409;-63313;3;0;0.05;-0.0310;-63338.4326;50
06.06.2018 00:00:00;433004;-2369;-82595;3;0;0.05;-0.0404;-82608.8846;50
05.07.2018 00:00:00;431645;-804;-275038;3;0;0.13710;-0.1372;-275188.0378;50
26.07.2018 00:00:00;431645;-499;-164228;3;0;0.05;-0.0819;-164454.2717;50
30.07.2018 00:00:00;410693;-724;-206813;3;0;0.10770;-0.1079;-207079.7028;50
30.07.2018 00:00:00;433140;-2724;-72990;2;0;0;-0.0380;-72990.4534;50
02.08.2018 00:00:00;431645;-305;-97454;2;0;0;-0.0501;-97774.4283;50
02.08.2018 00:00:00;432254;-24167;-85956;3;0;0.05;-0.0441;-85958.8087;50
08.08.2018 00:00:00;410693;-392;-117414;3;0;0.05;-0.0594;-117442.8959;50
15.08.2018 00:00:00;410693;-331;-95232;2;0;0;-0.0490;-95520.4456;50
21.08.2018 00:00:00;432254;-159;-568;3;0;0.05;-0.0003;-571.5879;50
28.08.2018 00:00:00;433004;-1947;-79765;3;0;0.05;-0.0396;-79795.0820;50
05.09.2018 00:00:00;431182;-3230;-93370;2;0;0;-0.0459;-93398.5551;50
19.09.2018 00:00:00;430185;-5109;-84585;2;0;0;-0.0423;-84585.3438;50
19.09.2018 00:00:00;433265;-3182;-195732;3;0;0.09785;-0.0979;-195781.8244;50
26.09.2018 00:00:00;433265;-1429;-80847;3;0;0.05;-0.0408;-80885.6450;50
27.09.2018 00:00:00;430564;-798;-89406;2;0;0;-0.0449;-89518.1082;50
08.10.2018 00:00:00;428924;-57;-8306;3;0;0.05;-0.0045;-8410.7463;50
10.10.2018 00:00:00;404161;-4186;-90743;3;0;0.05;-0.0509;-90751.4200;50
10.10.2018 00:00:00;428755;-696;-84855;3;0;0.05;-0.0476;-84909.4047;50
10.10.2018 00:00:00;429478;-3283;-68112;3;0;0.05;-0.0382;-68122.8052;50
11.10.2018 00:00:00;429433;-119;-7909;3;0;0.05;-0.0045;-7936.4206;50
11.10.2018 00:00:00;433011;-777;-8379;3;0;0.05;-0.0047;-8388.6860;50
11.10.2018 00:00:00;421236;-11;-452;3;0;0.05;-0.0003;-470.1172;50
18.10.2018 00:00:00;428755;-731;-90654;2;0;0;-0.0498;-90777.7362;50
22.10.2018 00:00:00;404161;-4110;-89689;2;0;0;-0.0495;-89689.0148;50
30.10.2018 00:00:00;425498;-36;-8710;3;0;0.05;-0.0051;-8938.0621;50
05.11.2018 00:00:00;429433;-1328;-87163;2;0;0;-0.0496;-87228.4599;50
25.02.2019 00:00:00;400443;-19688;-76223;2;0;0;-0.0446;-76223.1498;50
20.05.2019 00:00:00;404188;-1101;-75556;2;0;0;-0.0463;-75556.3099;50
20.05.2019 00:00:00;432711;-2201;-146977;3;0;0.09005;-0.0900;-146983.0363;50
29.05.2019 00:00:00;425443;-1161;-79398;2;0;0;-0.0499;-79466.1761;50
09.09.2019 00:00:00;421177;-2746;-186413;3;0;0.10150;-0.1015;-186452.8039;50
11.09.2019 00:00:00;413680;-33;-1928;3;0;0.05;-0.0011;-1964.7251;50
16.09.2019 00:00:00;421177;-1372;-90059;3;0;0.05;-0.0500;-90081.7533;50
23.09.2019 00:00:00;421177;-35;-2338;3;0;0.05;-0.0013;-2370.7880;50
30.09.2019 00:00:00;421177;-1338;-89355;2;0;0;-0.0487;-89355.4506;50
08.10.2019 00:00:00;425500;-1540;-77979;2;0;0;-0.0431;-78029.4775;50
29.10.2019 00:00:00;424761;-209;-143336;3;0;0.08040;-0.0806;-143643.6586;50
07.11.2019 00:00:00;417584;-2497;-85999;2;0;0;-0.0479;-86033.2775;50
11.11.2019 00:00:00;407881;-4621;-80827;2;0;0;-0.0452;-80844.0013;50
13.11.2019 00:00:00;400729;-1752;-172430;3;0;0.09695;-0.0970;-172439.2534;50
