PortfolioAsof;PortfolioValue;AllocationToRisk
12.12.2002 00:00:00;143120.9859;0
16.12.2002 00:00:00;143120.9859;0
17.12.2002 00:00:00;143120.9859;0
18.12.2002 00:00:00;143120.9859;0
19.12.2002 00:00:00;143120.9859;0
23.12.2002 00:00:00;143120.9859;0
24.12.2002 00:00:00;143120.9859;0
26.12.2002 00:00:00;143120.9859;0
30.12.2002 00:00:00;143120.9859;0
31.12.2002 00:00:00;143120.9859;0
02.01.2003 00:00:00;143120.9859;0
06.01.2003 00:00:00;143120.9859;0
07.01.2003 00:00:00;143120.9859;0
08.01.2003 00:00:00;143120.9859;0
09.01.2003 00:00:00;143120.9859;0
13.01.2003 00:00:00;143120.9859;0
14.01.2003 00:00:00;143120.9859;0
15.01.2003 00:00:00;143120.9859;0
16.01.2003 00:00:00;143120.9859;0
20.01.2003 00:00:00;143120.9859;0
21.01.2003 00:00:00;143120.9859;0
22.01.2003 00:00:00;143120.9859;0
23.01.2003 00:00:00;143120.9859;0
27.01.2003 00:00:00;143120.9859;0
28.01.2003 00:00:00;143120.9859;0
29.01.2003 00:00:00;143120.9859;0
30.01.2003 00:00:00;143120.9859;0
03.02.2003 00:00:00;143120.9859;0
04.02.2003 00:00:00;143120.9859;0
05.02.2003 00:00:00;143120.9859;0
06.02.2003 00:00:00;143120.9859;0
10.02.2003 00:00:00;143120.9859;0
11.02.2003 00:00:00;143120.9859;0
12.02.2003 00:00:00;143120.9859;0
13.02.2003 00:00:00;143120.9859;0
17.02.2003 00:00:00;143120.9859;0
18.02.2003 00:00:00;143120.9859;0
19.02.2003 00:00:00;143120.9859;0
20.02.2003 00:00:00;143120.9859;0
24.02.2003 00:00:00;143120.9859;0
25.02.2003 00:00:00;143120.9859;0
26.02.2003 00:00:00;143120.9859;0
27.02.2003 00:00:00;143120.9859;0
03.03.2003 00:00:00;143120.9859;0
04.03.2003 00:00:00;143120.9859;0
05.03.2003 00:00:00;143120.9859;0
06.03.2003 00:00:00;143120.9859;0
10.03.2003 00:00:00;143120.9859;0
11.03.2003 00:00:00;143120.9859;0
12.03.2003 00:00:00;143120.9859;0
13.03.2003 00:00:00;143120.9859;0
17.03.2003 00:00:00;143120.9859;0
18.03.2003 00:00:00;143120.9859;0
19.03.2003 00:00:00;143120.9859;0
20.03.2003 00:00:00;143120.9859;0
24.03.2003 00:00:00;143120.9859;0
25.03.2003 00:00:00;143120.9859;0
26.03.2003 00:00:00;143120.9859;0
27.03.2003 00:00:00;143120.9859;0
31.03.2003 00:00:00;143120.9859;0
01.04.2003 00:00:00;143120.9859;0
02.04.2003 00:00:00;143120.9859;0
03.04.2003 00:00:00;143120.9859;0
07.04.2003 00:00:00;143120.9859;0
08.04.2003 00:00:00;143120.9859;0
09.04.2003 00:00:00;143120.9859;0
10.04.2003 00:00:00;143120.9859;0
14.04.2003 00:00:00;143120.9859;0
15.04.2003 00:00:00;143120.9859;0
16.04.2003 00:00:00;143120.9859;0
17.04.2003 00:00:00;143120.9859;0
21.04.2003 00:00:00;143120.9859;0
22.04.2003 00:00:00;143120.9859;0
23.04.2003 00:00:00;143120.9859;0
24.04.2003 00:00:00;143120.9859;0
28.04.2003 00:00:00;143120.9859;0
29.04.2003 00:00:00;143120.9859;0
30.04.2003 00:00:00;143120.9859;0
01.05.2003 00:00:00;143120.9859;0
05.05.2003 00:00:00;143120.9859;0
06.05.2003 00:00:00;143120.9859;0
07.05.2003 00:00:00;143120.9859;0
08.05.2003 00:00:00;143120.9859;0
12.05.2003 00:00:00;143120.9859;0
13.05.2003 00:00:00;143120.9859;0
14.05.2003 00:00:00;143120.9859;0
15.05.2003 00:00:00;143120.9859;0
19.05.2003 00:00:00;143120.9859;0
20.05.2003 00:00:00;143120.9859;0
21.05.2003 00:00:00;143120.9859;0
22.05.2003 00:00:00;143120.9859;0
26.05.2003 00:00:00;143120.9859;0
27.05.2003 00:00:00;143120.9859;0
28.05.2003 00:00:00;143120.9859;0
29.05.2003 00:00:00;143120.9859;0
02.06.2003 00:00:00;143120.9859;0
03.06.2003 00:00:00;143120.9859;0
04.06.2003 00:00:00;143120.9859;0
05.06.2003 00:00:00;143120.9859;0
09.06.2003 00:00:00;143120.9859;0
10.06.2003 00:00:00;143120.9859;0
11.06.2003 00:00:00;143120.9859;0
12.06.2003 00:00:00;143120.9859;0
16.06.2003 00:00:00;143120.9859;0
17.06.2003 00:00:00;143120.9859;0
18.06.2003 00:00:00;143120.9859;0
19.06.2003 00:00:00;142183.7599;0.6005
23.06.2003 00:00:00;140394.0381;0.5954
24.06.2003 00:00:00;140314.5101;0.5952
25.06.2003 00:00:00;140575.6066;0.5959
26.06.2003 00:00:00;141302.5497;0.9985
30.06.2003 00:00:00;141208.7879;0.9985
01.07.2003 00:00:00;139307.6311;0.9984
02.07.2003 00:00:00;141379.8866;0.9985
03.07.2003 00:00:00;141932.9450;0.9597
07.07.2003 00:00:00;144643.5688;0.9605
08.07.2003 00:00:00;146224.3027;0.9609
09.07.2003 00:00:00;145602.7102;0.9607
10.07.2003 00:00:00;143169.5368;0.9753
14.07.2003 00:00:00;146602.3821;0.9758
15.07.2003 00:00:00;146154.3662;0.9758
16.07.2003 00:00:00;147355.1060;0.9760
17.07.2003 00:00:00;144216.2291;0.9600
21.07.2003 00:00:00;142608.6925;0.9595
22.07.2003 00:00:00;142842.3322;0.9147
23.07.2003 00:00:00;142726.7880;0.9146
24.07.2003 00:00:00;143332.7557;0.9620
28.07.2003 00:00:00;145639.2858;0.9626
29.07.2003 00:00:00;144981.2306;0.9625
30.07.2003 00:00:00;144792.8105;0.9624
31.07.2003 00:00:00;147333.3544;0.9624
04.08.2003 00:00:00;146234.0630;0.9622
05.08.2003 00:00:00;145931.5055;0.9621
06.08.2003 00:00:00;143935.5195;0.9616
07.08.2003 00:00:00;141736.6432;0.9648
11.08.2003 00:00:00;143545.3865;0.9652
12.08.2003 00:00:00;146751.5834;0.9660
13.08.2003 00:00:00;148341.5369;0.9663
14.08.2003 00:00:00;148969.9137;0.9759
18.08.2003 00:00:00;149354.0462;0.9760
19.08.2003 00:00:00;151569.1435;0.9764
20.08.2003 00:00:00;152189.1098;0.9765
21.08.2003 00:00:00;152650.0333;0.9764
25.08.2003 00:00:00;149488.2054;0.9759
26.08.2003 00:00:00;151621.3326;0.9762
27.08.2003 00:00:00;152129.6645;0.9763
28.08.2003 00:00:00;152672.6926;0.9764
01.09.2003 00:00:00;155900.0733;0.9769
02.09.2003 00:00:00;157312.0434;0.9771
03.09.2003 00:00:00;160514.1117;0.9776
04.09.2003 00:00:00;162012.9399;0.9757
08.09.2003 00:00:00;157950.8248;0.9751
09.09.2003 00:00:00;155582.4823;0.9747
10.09.2003 00:00:00;152587.5384;0.9742
11.09.2003 00:00:00;154395.3469;0.9745
15.09.2003 00:00:00;154442.0318;0.9745
16.09.2003 00:00:00;155709.5557;0.9747
17.09.2003 00:00:00;156596.4926;0.9749
18.09.2003 00:00:00;158578.9192;0.9752
22.09.2003 00:00:00;154437.1402;0.9745
23.09.2003 00:00:00;156688.0550;0.9749
24.09.2003 00:00:00;154867.4712;0.9746
25.09.2003 00:00:00;150442.0218;0.9739
29.09.2003 00:00:00;150884.3466;0.9739
30.09.2003 00:00:00;146801.0588;0.9732
01.10.2003 00:00:00;149817.7100;0.8698
02.10.2003 00:00:00;151639.1730;0.9707
06.10.2003 00:00:00;156583.2912;0.9716
07.10.2003 00:00:00;155362.5945;0.9714
08.10.2003 00:00:00;157132.4226;0.9717
09.10.2003 00:00:00;156022.5088;0.9715
13.10.2003 00:00:00;160023.2771;0.9722
14.10.2003 00:00:00;160685.9999;0.9723
15.10.2003 00:00:00;159778.6916;0.9722
16.10.2003 00:00:00;160188.1995;0.9759
20.10.2003 00:00:00;158347.9264;0.9756
21.10.2003 00:00:00;159840.3855;0.9759
22.10.2003 00:00:00;154912.2481;0.9751
23.10.2003 00:00:00;152351.6158;0.9870
27.10.2003 00:00:00;158237.4529;0.9875
28.10.2003 00:00:00;160283.5889;0.9877
29.10.2003 00:00:00;161121.7284;0.9877
30.10.2003 00:00:00;162193.9664;0.9766
03.11.2003 00:00:00;164978.8971;0.9769
04.11.2003 00:00:00;166649.7845;0.9772
05.11.2003 00:00:00;165450.5083;0.9770
06.11.2003 00:00:00;165749.0899;0.9998
10.11.2003 00:00:00;165612.2669;0.9998
11.11.2003 00:00:00;164176.1190;0.9998
12.11.2003 00:00:00;167575.9733;0.9998
13.11.2003 00:00:00;168973.6981;0.9998
17.11.2003 00:00:00;163349.2645;0.9553
18.11.2003 00:00:00;164886.0220;0.8737
19.11.2003 00:00:00;162981.6819;0.8722
20.11.2003 00:00:00;159923.5454;0.9723
24.11.2003 00:00:00;164626.5702;0.9731
25.11.2003 00:00:00;167017.3996;0.9735
26.11.2003 00:00:00;165526.9165;0.9733
27.11.2003 00:00:00;163629.3051;0.9729
01.12.2003 00:00:00;166071.8646;0.9733
02.12.2003 00:00:00;166841.5810;0.9735
03.12.2003 00:00:00;164282.3882;0.9730
04.12.2003 00:00:00;163053.3144;0.9780
08.12.2003 00:00:00;162542.5403;0.9780
09.12.2003 00:00:00;161136.2533;0.9778
10.12.2003 00:00:00;157968.9888;0.9773
11.12.2003 00:00:00;160082.4795;0.9936
15.12.2003 00:00:00;162801.3375;0.9937
16.12.2003 00:00:00;159970.9214;0.9936
17.12.2003 00:00:00;160470.4456;0.9936
18.12.2003 00:00:00;158000.6873;0.9752
22.12.2003 00:00:00;152530.3633;0.9743
23.12.2003 00:00:00;152027.7767;0.7352
24.12.2003 00:00:00;151886.0335;0.7350
29.12.2003 00:00:00;153698.1824;0.9867
30.12.2003 00:00:00;154721.6633;0.9867
31.12.2003 00:00:00;154455.9442;0.9867
01.01.2004 00:00:00;154355.9442;0.9757
05.01.2004 00:00:00;155391.9379;0.9758
06.01.2004 00:00:00;156836.4017;0.9760
07.01.2004 00:00:00;158281.2396;0.9763
08.01.2004 00:00:00;161128.1978;0.9815
12.01.2004 00:00:00;159216.3442;0.9813
13.01.2004 00:00:00;158985.5702;0.9405
14.01.2004 00:00:00;159532.2959;0.9407
15.01.2004 00:00:00;160412.4708;0.9910
19.01.2004 00:00:00;160981.0860;0.9910
20.01.2004 00:00:00;160697.0041;0.9910
21.01.2004 00:00:00;158327.4065;0.9909
22.01.2004 00:00:00;160353.3286;0.9761
26.01.2004 00:00:00;158910.4993;0.9759
27.01.2004 00:00:00;158270.7518;0.9758
28.01.2004 00:00:00;158298.4409;0.9758
29.01.2004 00:00:00;157327.7954;0.9643
02.02.2004 00:00:00;153956.9804;0.9635
03.02.2004 00:00:00;152700.6519;0.7257
04.02.2004 00:00:00;151283.4035;0.7232
05.02.2004 00:00:00;150420.1461;0.9729
09.02.2004 00:00:00;155741.4906;0.9739
10.02.2004 00:00:00;154630.6379;0.9737
11.02.2004 00:00:00;154773.0980;0.9737
12.02.2004 00:00:00;154206.2384;0.9736
16.02.2004 00:00:00;153810.4015;0.9735
17.02.2004 00:00:00;154887.3830;0.9269
18.02.2004 00:00:00;156297.3393;0.9276
19.02.2004 00:00:00;156149.3896;0.9761
23.02.2004 00:00:00;154253.7564;0.9758
24.02.2004 00:00:00;154129.3097;0.9758
25.02.2004 00:00:00;153840.5964;0.9757
26.02.2004 00:00:00;155508.3020;0.9761
01.03.2004 00:00:00;161477.5638;0.9770
02.03.2004 00:00:00;162092.7380;0.9771
03.03.2004 00:00:00;162160.8003;0.9771
04.03.2004 00:00:00;161989.1429;0.9765
08.03.2004 00:00:00;162353.5104;0.9765
09.03.2004 00:00:00;161773.3311;0.9764
10.03.2004 00:00:00;160342.6556;0.9762
11.03.2004 00:00:00;155117.8741;0.9754
15.03.2004 00:00:00;154353.5198;0.9289
16.03.2004 00:00:00;153624.3268;0.8835
17.03.2004 00:00:00;155939.3842;0.8844
18.03.2004 00:00:00;155575.0158;0.9749
22.03.2004 00:00:00;149791.3256;0.9739
23.03.2004 00:00:00;151008.1482;0.9739
24.03.2004 00:00:00;150570.5473;0.9739
25.03.2004 00:00:00;152915.9870;0.9743
29.03.2004 00:00:00;153118.1143;0.9743
30.03.2004 00:00:00;153741.8479;0.9744
31.03.2004 00:00:00;154361.0054;0.9745
01.04.2004 00:00:00;156901.1635;0.9762
05.04.2004 00:00:00;160526.7523;0.9300
06.04.2004 00:00:00;161280.0044;0.9304
07.04.2004 00:00:00;161216.8010;0.9303
08.04.2004 00:00:00;162230.1693;0.9605
12.04.2004 00:00:00;162230.1693;0.9605
13.04.2004 00:00:00;162661.8245;0.9606
14.04.2004 00:00:00;161184.4393;0.9602
15.04.2004 00:00:00;162311.2276;0.9605
19.04.2004 00:00:00;164490.6491;0.9610
20.04.2004 00:00:00;164729.9689;0.9611
21.04.2004 00:00:00;164302.9877;0.9610
22.04.2004 00:00:00;166122.7666;0.9677
26.04.2004 00:00:00;165118.5575;0.9675
27.04.2004 00:00:00;164544.3641;0.9674
28.04.2004 00:00:00;162741.6634;0.9671
29.04.2004 00:00:00;161258.5681;0.9667
03.05.2004 00:00:00;161091.0919;0.9168
04.05.2004 00:00:00;162427.6060;0.8732
05.05.2004 00:00:00;163255.5421;0.8739
06.05.2004 00:00:00;160144.6912;0.9739
10.05.2004 00:00:00;155668.1984;0.9732
11.05.2004 00:00:00;154573.1216;0.9730
12.05.2004 00:00:00;154780.6191;0.9730
13.05.2004 00:00:00;156762.4545;0.9675
17.05.2004 00:00:00;153362.6058;0.9668
18.05.2004 00:00:00;154247.2328;0.9670
19.05.2004 00:00:00;154661.1089;0.9671
20.05.2004 00:00:00;153781.2191;0.9696
24.05.2004 00:00:00;155782.6153;0.9700
25.05.2004 00:00:00;155877.1789;0.9700
26.05.2004 00:00:00;156351.8488;0.9236
27.05.2004 00:00:00;156252.5223;0.9737
31.05.2004 00:00:00;158902.9836;0.9741
01.06.2004 00:00:00;158190.7619;0.9740
02.06.2004 00:00:00;157739.6113;0.9740
03.06.2004 00:00:00;158254.9049;0.9768
07.06.2004 00:00:00;162085.9739;0.9774
08.06.2004 00:00:00;161898.9688;0.9774
09.06.2004 00:00:00;162226.5869;0.9774
10.06.2004 00:00:00;162034.8836;0.9774
14.06.2004 00:00:00;160384.3602;0.9772
15.06.2004 00:00:00;161602.0271;0.9773
16.06.2004 00:00:00;163431.9009;0.9776
17.06.2004 00:00:00;163796.1947;0.9812
21.06.2004 00:00:00;165807.9325;0.9814
22.06.2004 00:00:00;166477.7078;0.9815
23.06.2004 00:00:00;167361.1500;0.9816
24.06.2004 00:00:00;167404.7160;0.9764
28.06.2004 00:00:00;168861.1556;0.9766
29.06.2004 00:00:00;169549.1243;0.9767
30.06.2004 00:00:00;170311.4563;0.9768
01.07.2004 00:00:00;170648.5602;0.9757
05.07.2004 00:00:00;169411.5935;0.9755
06.07.2004 00:00:00;167056.5507;0.9751
07.07.2004 00:00:00;168710.6869;0.9754
08.07.2004 00:00:00;167908.0975;0.9757
12.07.2004 00:00:00;165935.4369;0.9755
13.07.2004 00:00:00;166009.1941;0.9755
14.07.2004 00:00:00;165364.4046;0.9754
15.07.2004 00:00:00;162857.8788;0.9750
19.07.2004 00:00:00;162271.3509;0.9749
20.07.2004 00:00:00;164827.8815;0.9753
21.07.2004 00:00:00;162704.7768;0.9750
22.07.2004 00:00:00;160748.7988;0.9935
26.07.2004 00:00:00;160460.1539;0.9934
27.07.2004 00:00:00;161554.1987;0.9935
28.07.2004 00:00:00;162352.2246;0.9935
29.07.2004 00:00:00;163140.2156;0.9936
02.08.2004 00:00:00;161763.6537;0.9935
03.08.2004 00:00:00;164179.6256;0.7802
04.08.2004 00:00:00;162239.9784;0.7775
05.08.2004 00:00:00;160270.0851;0.9761
09.08.2004 00:00:00;158697.6283;0.9759
10.08.2004 00:00:00;158615.3348;0.9759
11.08.2004 00:00:00;157325.8007;0.9290
12.08.2004 00:00:00;155994.7695;0.8079
16.08.2004 00:00:00;154327.3752;0.8059
17.08.2004 00:00:00;154928.6664;0.8066
18.08.2004 00:00:00;155839.1741;0.8077
19.08.2004 00:00:00;155698.0876;0.5717
23.08.2004 00:00:00;155954.2275;0.5724
24.08.2004 00:00:00;155898.4414;0.5723
25.08.2004 00:00:00;156579.9168;0.5741
26.08.2004 00:00:00;155886.5915;0.5722
30.08.2004 00:00:00;156400.3517;0.5736
31.08.2004 00:00:00;156294.7607;0.5733
01.09.2004 00:00:00;155543.4140;0.5713
02.09.2004 00:00:00;155541.9746;0.5738
06.09.2004 00:00:00;158519.8621;0.5819
07.09.2004 00:00:00;160975.3957;0.5882
08.09.2004 00:00:00;161774.5645;0.5903
09.09.2004 00:00:00;162018.9056;0.5909
13.09.2004 00:00:00;161461.0159;0.5895
14.09.2004 00:00:00;160627.2312;0.5873
15.09.2004 00:00:00;160307.0581;0.5865
16.09.2004 00:00:00;159156.7696;0.6181
20.09.2004 00:00:00;156627.7031;0.6119
21.09.2004 00:00:00;157925.4767;0.6151
22.09.2004 00:00:00;158446.2741;0.6164
23.09.2004 00:00:00;157355.0890;0.6137
27.09.2004 00:00:00;156640.1731;0.6119
28.09.2004 00:00:00;157586.8731;0.6143
29.09.2004 00:00:00;158881.7727;0.6174
30.09.2004 00:00:00;159064.5736;0.5767
04.10.2004 00:00:00;163294.9052;0.5877
05.10.2004 00:00:00;164646.8614;0.5911
06.10.2004 00:00:00;166042.2241;0.5945
07.10.2004 00:00:00;164306.4436;0.9860
11.10.2004 00:00:00;160937.6622;0.9857
12.10.2004 00:00:00;161415.4457;0.9858
13.10.2004 00:00:00;155858.7414;0.9853
14.10.2004 00:00:00;156150.4390;0.9853
18.10.2004 00:00:00;155829.8030;0.9853
19.10.2004 00:00:00;152119.0806;0.9849
20.10.2004 00:00:00;148895.8335;0.9846
21.10.2004 00:00:00;150131.8712;0.9942
25.10.2004 00:00:00;153170.6971;0.9944
26.10.2004 00:00:00;156246.3169;0.9945
27.10.2004 00:00:00;158834.8378;0.9946
28.10.2004 00:00:00;157539.1877;0.9764
01.11.2004 00:00:00;160278.0700;0.9768
02.11.2004 00:00:00;162939.5616;0.9771
03.11.2004 00:00:00;165811.0001;0.9775
04.11.2004 00:00:00;166049.3420;0.9767
08.11.2004 00:00:00;166027.0398;0.9767
09.11.2004 00:00:00;166987.6215;0.9768
10.11.2004 00:00:00;166799.1367;0.9768
11.11.2004 00:00:00;168891.6199;0.9758
15.11.2004 00:00:00;172755.8520;0.9764
16.11.2004 00:00:00;169953.7392;0.9760
17.11.2004 00:00:00;170935.9358;0.9761
18.11.2004 00:00:00;171278.1942;0.9762
22.11.2004 00:00:00;174063.4243;0.9766
23.11.2004 00:00:00;174368.3849;0.9766
24.11.2004 00:00:00;173263.6401;0.9765
25.11.2004 00:00:00;174043.2643;0.9757
29.11.2004 00:00:00;179483.8412;0.9765
30.11.2004 00:00:00;178979.0721;0.9764
01.12.2004 00:00:00;181773.9554;0.9767
02.12.2004 00:00:00;178012.5623;0.9664
06.12.2004 00:00:00;178548.3007;0.9665
07.12.2004 00:00:00;174707.4115;0.9657
08.12.2004 00:00:00;172708.1771;0.9653
09.12.2004 00:00:00;173434.9778;0.9655
13.12.2004 00:00:00;177641.3004;0.9663
14.12.2004 00:00:00;179441.1995;0.9666
15.12.2004 00:00:00;177438.5128;0.9662
16.12.2004 00:00:00;178107.4740;0.9664
20.12.2004 00:00:00;179066.3279;0.9666
21.12.2004 00:00:00;183212.4936;0.9673
22.12.2004 00:00:00;182938.6791;0.9673
23.12.2004 00:00:00;180115.5034;0.9668
27.12.2004 00:00:00;177147.9147;0.9662
28.12.2004 00:00:00;178550.2087;0.9665
29.12.2004 00:00:00;178743.3265;0.9665
30.12.2004 00:00:00;177004.5534;0.9810
03.01.2005 00:00:00;175959.4952;0.9808
04.01.2005 00:00:00;172484.1662;0.9805
05.01.2005 00:00:00;173373.1075;0.9806
06.01.2005 00:00:00;173031.5431;0.9805
10.01.2005 00:00:00;175190.5355;0.9808
11.01.2005 00:00:00;167789.9236;0.9799
12.01.2005 00:00:00;167440.3299;0.7715
13.01.2005 00:00:00;168496.1531;0.9727
17.01.2005 00:00:00;170171.1956;0.9730
18.01.2005 00:00:00;172549.5114;0.9734
19.01.2005 00:00:00;170205.9461;0.9730
20.01.2005 00:00:00;170139.9948;0.9730
24.01.2005 00:00:00;163681.2944;0.9719
25.01.2005 00:00:00;165057.1925;0.7769
26.01.2005 00:00:00;167384.6471;0.7800
27.01.2005 00:00:00;168330.4779;0.9763
31.01.2005 00:00:00;171674.7348;0.9768
01.02.2005 00:00:00;171303.6451;0.9767
02.02.2005 00:00:00;174218.8284;0.9771
03.02.2005 00:00:00;173393.7871;0.9715
07.02.2005 00:00:00;176604.6652;0.9720
08.02.2005 00:00:00;177742.8100;0.9722
09.02.2005 00:00:00;176767.5661;0.9721
10.02.2005 00:00:00;175480.0023;0.9666
14.02.2005 00:00:00;177881.4402;0.9671
15.02.2005 00:00:00;180403.6128;0.9675
16.02.2005 00:00:00;182041.8411;0.9678
17.02.2005 00:00:00;180615.0132;0.9780
21.02.2005 00:00:00;181386.1202;0.9781
22.02.2005 00:00:00;177777.9416;0.9335
23.02.2005 00:00:00;178104.6780;0.9336
24.02.2005 00:00:00;180850.1745;0.9841
28.02.2005 00:00:00;180487.8404;0.9841
01.03.2005 00:00:00;181860.7323;0.9842
02.03.2005 00:00:00;182797.6618;0.9843
03.03.2005 00:00:00;181144.5055;0.9710
07.03.2005 00:00:00;182582.5718;0.9712
08.03.2005 00:00:00;176461.7970;0.9702
09.03.2005 00:00:00;174075.7934;0.9698
10.03.2005 00:00:00;173858.5247;0.9843
14.03.2005 00:00:00;175566.5618;0.9844
15.03.2005 00:00:00;175838.8912;0.9844
16.03.2005 00:00:00;173516.6391;0.9842
17.03.2005 00:00:00;175160.1181;0.9895
21.03.2005 00:00:00;179008.4209;0.9897
22.03.2005 00:00:00;177001.2043;0.9896
23.03.2005 00:00:00;175211.4886;0.9895
24.03.2005 00:00:00;175142.2708;0.9945
28.03.2005 00:00:00;175061.0939;0.9945
29.03.2005 00:00:00;173936.1406;0.9944
30.03.2005 00:00:00;176051.2378;0.9945
31.03.2005 00:00:00;175190.8650;0.9945
04.04.2005 00:00:00;178037.0013;0.9946
05.04.2005 00:00:00;180808.2057;0.9946
06.04.2005 00:00:00;183528.2249;0.9947
07.04.2005 00:00:00;184700.2791;0.9760
11.04.2005 00:00:00;186608.0405;0.9762
12.04.2005 00:00:00;187140.9771;0.9763
13.04.2005 00:00:00;183821.3428;0.9758
14.04.2005 00:00:00;176476.6227;0.9748
18.04.2005 00:00:00;168012.3463;0.9736
19.04.2005 00:00:00;174021.2075;0.9745
20.04.2005 00:00:00;172349.5706;0.9243
21.04.2005 00:00:00;175709.7851;0.9750
25.04.2005 00:00:00;170809.9282;0.9743
26.04.2005 00:00:00;168687.0346;0.7843
27.04.2005 00:00:00;166850.4745;0.7819
28.04.2005 00:00:00;164449.6081;0.9824
02.05.2005 00:00:00;166641.5227;0.9826
03.05.2005 00:00:00;165074.5140;0.9825
04.05.2005 00:00:00;164959.7628;0.9825
05.05.2005 00:00:00;164448.6448;0.9834
09.05.2005 00:00:00;168028.1508;0.9838
10.05.2005 00:00:00;166089.8161;0.9836
11.05.2005 00:00:00;160544.6672;0.9830
12.05.2005 00:00:00;159198.2356;0.9920
16.05.2005 00:00:00;160997.9959;0.7563
17.05.2005 00:00:00;161367.3103;0.7568
18.05.2005 00:00:00;162010.1752;0.7578
19.05.2005 00:00:00;161507.4335;0.9939
23.05.2005 00:00:00;160075.7191;0.9938
24.05.2005 00:00:00;159858.3870;0.9927
25.05.2005 00:00:00;159902.5213;0.9927
26.05.2005 00:00:00;160499.7713;0.9915
30.05.2005 00:00:00;160626.3871;0.9915
31.05.2005 00:00:00;160381.9924;0.9915
01.06.2005 00:00:00;164297.9600;0.9722
02.06.2005 00:00:00;163785.8738;0.9584
06.06.2005 00:00:00;165059.2421;0.9104
07.06.2005 00:00:00;166130.7722;0.9110
08.06.2005 00:00:00;165942.3856;0.9109
09.06.2005 00:00:00;166759.5947;0.9758
13.06.2005 00:00:00;169775.3879;0.9762
14.06.2005 00:00:00;168592.6617;0.9760
15.06.2005 00:00:00;170418.4718;0.9763
16.06.2005 00:00:00;169121.6080;0.9861
20.06.2005 00:00:00;169224.6965;0.9862
21.06.2005 00:00:00;171256.8687;0.9863
22.06.2005 00:00:00;170227.7428;0.9862
23.06.2005 00:00:00;169552.3400;0.9738
27.06.2005 00:00:00;167437.2576;0.9734
28.06.2005 00:00:00;170827.7381;0.9740
29.06.2005 00:00:00;170557.7660;0.9739
30.06.2005 00:00:00;171375.0550;0.9741
04.07.2005 00:00:00;171403.7546;0.9741
05.07.2005 00:00:00;175061.5682;0.9746
06.07.2005 00:00:00;173849.9052;0.9744
07.07.2005 00:00:00;171879.4660;0.9697
11.07.2005 00:00:00;175773.5849;0.9704
12.07.2005 00:00:00;174724.2336;0.9702
13.07.2005 00:00:00;173576.2463;0.9700
14.07.2005 00:00:00;173646.6839;0.9700
18.07.2005 00:00:00;174831.4536;0.9702
19.07.2005 00:00:00;177126.1819;0.9706
20.07.2005 00:00:00;175466.1010;0.9703
21.07.2005 00:00:00;172774.2947;0.9699
25.07.2005 00:00:00;174625.2406;0.9702
26.07.2005 00:00:00;175797.1330;0.9704
27.07.2005 00:00:00;179902.0165;0.9711
28.07.2005 00:00:00;180703.9557;0.9756
01.08.2005 00:00:00;181269.0553;0.9757
02.08.2005 00:00:00;185360.6106;0.9762
03.08.2005 00:00:00;185190.4818;0.9762
04.08.2005 00:00:00;182461.4742;0.9877
08.08.2005 00:00:00;181252.7757;0.9643
09.08.2005 00:00:00;180632.8136;0.9642
10.08.2005 00:00:00;179706.4549;0.9216
11.08.2005 00:00:00;178104.9571;0.9990
15.08.2005 00:00:00;176802.2146;0.9990
16.08.2005 00:00:00;173171.7094;0.9990
17.08.2005 00:00:00;172577.1908;0.9984
18.08.2005 00:00:00;171966.9332;0.9984
22.08.2005 00:00:00;173770.3661;0.9984
23.08.2005 00:00:00;174002.4080;0.8051
24.08.2005 00:00:00;175307.7092;0.7576
25.08.2005 00:00:00;175677.7610;0.9579
29.08.2005 00:00:00;177508.2629;0.9583
30.08.2005 00:00:00;181566.2206;0.9592
31.08.2005 00:00:00;185186.7630;0.9600
01.09.2005 00:00:00;185037.7289;0.9760
05.09.2005 00:00:00;180350.6110;0.9754
06.09.2005 00:00:00;181420.7579;0.9756
07.09.2005 00:00:00;181694.5826;0.9756
08.09.2005 00:00:00;183989.8912;0.9655
12.09.2005 00:00:00;184924.7429;0.9657
13.09.2005 00:00:00;184842.5227;0.9657
14.09.2005 00:00:00;183749.5184;0.9655
15.09.2005 00:00:00;182925.6357;0.9675
19.09.2005 00:00:00;187414.6648;0.9682
20.09.2005 00:00:00;188219.6137;0.9684
21.09.2005 00:00:00;188373.4707;0.9684
22.09.2005 00:00:00;185986.5457;0.9680
26.09.2005 00:00:00;189279.5387;0.9686
27.09.2005 00:00:00;192221.8159;0.9690
28.09.2005 00:00:00;193128.0658;0.9692
29.09.2005 00:00:00;194366.6047;0.9757
03.10.2005 00:00:00;198659.0716;0.9762
04.10.2005 00:00:00;191713.7435;0.9753
05.10.2005 00:00:00;182954.0359;0.9741
06.10.2005 00:00:00;176840.6158;0.9770
10.10.2005 00:00:00;177561.0322;0.9771
11.10.2005 00:00:00;180617.7537;0.9775
12.10.2005 00:00:00;175656.0932;0.9769
13.10.2005 00:00:00;168219.2542;0.9754
17.10.2005 00:00:00;170283.8133;0.7804
18.10.2005 00:00:00;166626.0845;0.7755
19.10.2005 00:00:00;167540.9025;0.7768
20.10.2005 00:00:00;161262.4382;0.9769
24.10.2005 00:00:00;166906.4117;0.9776
