Asof;Cash
02.01.2002 00:00:00;102996.4019
02.01.2002 00:00:00;109095.1917
16.01.2002 00:00:00;102192.1440
16.01.2002 00:00:00;97244.0519
16.01.2002 00:00:00;90339.2042
16.01.2002 00:00:00;104770.3540
16.01.2002 00:00:00;111580.8185
23.01.2002 00:00:00;104796.5868
23.01.2002 00:00:00;110036.4862
30.01.2002 00:00:00;103237.1992
30.01.2002 00:00:00;110151.2175
13.02.2002 00:00:00;103378.5719
13.02.2002 00:00:00;109502.0283
27.02.2002 00:00:00;97752.0228
27.02.2002 00:00:00;90817.5926
27.02.2002 00:00:00;84097.1905
27.02.2002 00:00:00;77182.3609
27.02.2002 00:00:00;70256.8484
27.02.2002 00:00:00;63326.8423
27.02.2002 00:00:00;56405.5561
27.02.2002 00:00:00;49480.5324
27.02.2002 00:00:00;42556.4923
27.02.2002 00:00:00;35684.5319
27.02.2002 00:00:00;28748.6431
13.03.2002 00:00:00;34840.1445
13.03.2002 00:00:00;27832.1663
13.03.2002 00:00:00;20829.3224
13.03.2002 00:00:00;13848.3139
13.03.2002 00:00:00;6835.9432
13.03.2002 00:00:00;-167.3402
13.03.2002 00:00:00;-7132.6032
13.03.2002 00:00:00;-14142.2472
13.03.2002 00:00:00;-7553.0043
13.03.2002 00:00:00;-13644.5057
13.03.2002 00:00:00;-7553.0043
13.03.2002 00:00:00;-942.3673
13.03.2002 00:00:00;6067.2767
20.03.2002 00:00:00;-259.6969
20.03.2002 00:00:00;-7060.0420
20.03.2002 00:00:00;-13852.4037
20.03.2002 00:00:00;-20643.2649
20.03.2002 00:00:00;-27446.7241
20.03.2002 00:00:00;-34248.7848
20.03.2002 00:00:00;-27686.2464
20.03.2002 00:00:00;-14657.3392
20.03.2002 00:00:00;-7697.8407
20.03.2002 00:00:00;-690.4702
20.03.2002 00:00:00;6111.5905
25.03.2002 00:00:00;12684.0416
01.04.2002 00:00:00;19319.0860
03.04.2002 00:00:00;25768.7260
03.04.2002 00:00:00;32027.6032
03.04.2002 00:00:00;25185.0890
03.04.2002 00:00:00;18332.3810
03.04.2002 00:00:00;11479.3110
03.04.2002 00:00:00;4661.3060
03.04.2002 00:00:00;-2186.7576
03.04.2002 00:00:00;-9034.4291
03.04.2002 00:00:00;-15882.4986
03.04.2002 00:00:00;-22705.9962
03.04.2002 00:00:00;-16111.3515
03.04.2002 00:00:00;-9375.3117
03.04.2002 00:00:00;-15634.1889
03.04.2002 00:00:00;-9375.3117
03.04.2002 00:00:00;-15824.9517
03.04.2002 00:00:00;-9375.3117
03.04.2002 00:00:00;-3002.5903
03.04.2002 00:00:00;3820.9073
04.04.2002 00:00:00;4741.7041
17.04.2002 00:00:00;11874.5894
17.04.2002 00:00:00;4625.6894
17.04.2002 00:00:00;-2772.6418
17.04.2002 00:00:00;-10102.8400
17.04.2002 00:00:00;-17270.8079
17.04.2002 00:00:00;-24544.1483
17.04.2002 00:00:00;-31677.0336
17.04.2002 00:00:00;-24544.1483
17.04.2002 00:00:00;-17470.6097
17.04.2002 00:00:00;-10200.8729
17.04.2002 00:00:00;-2939.5507
17.04.2002 00:00:00;3914.1203
29.04.2002 00:00:00;4789.4859
29.04.2002 00:00:00;11372.4766
29.04.2002 00:00:00;25285.9876
29.04.2002 00:00:00;32192.1956
01.05.2002 00:00:00;25052.9471
01.05.2002 00:00:00;17880.7289
01.05.2002 00:00:00;10761.6775
01.05.2002 00:00:00;3595.2462
01.05.2002 00:00:00;17356.5630
01.05.2002 00:00:00;31198.1431
08.05.2002 00:00:00;38075.3783
08.05.2002 00:00:00;52249.1637
08.05.2002 00:00:00;59442.7884
08.05.2002 00:00:00;66492.4340
08.05.2002 00:00:00;73552.5744
08.05.2002 00:00:00;87786.7814
22.05.2002 00:00:00;80651.5453
22.05.2002 00:00:00;73517.5832
22.05.2002 00:00:00;88004.1332
29.05.2002 00:00:00;80921.4643
29.05.2002 00:00:00;73838.6100
29.05.2002 00:00:00;66772.6862
29.05.2002 00:00:00;59695.2018
29.05.2002 00:00:00;52659.8016
29.05.2002 00:00:00;45584.3352
29.05.2002 00:00:00;38519.7746
29.05.2002 00:00:00;45446.2376
29.05.2002 00:00:00;79240.4333
29.05.2002 00:00:00;86123.5517
05.06.2002 00:00:00;92839.3519
05.06.2002 00:00:00;99031.6020
05.06.2002 00:00:00;105978.8259
05.06.2002 00:00:00;112898.0078
12.06.2002 00:00:00;119251.6221
12.06.2002 00:00:00;112321.2610
12.06.2002 00:00:00;105407.4999
12.06.2002 00:00:00;98491.1437
12.06.2002 00:00:00;91558.9837
12.06.2002 00:00:00;98081.7004
12.06.2002 00:00:00;105331.6787
12.06.2002 00:00:00;98978.0644
12.06.2002 00:00:00;105331.6787
12.06.2002 00:00:00;112220.8136
26.06.2002 00:00:00;118493.0500
26.06.2002 00:00:00;125026.9700
26.06.2002 00:00:00;118182.4939
26.06.2002 00:00:00;111330.8302
26.06.2002 00:00:00;104482.4736
26.06.2002 00:00:00;97948.5536
26.06.2002 00:00:00;104482.4736
26.06.2002 00:00:00;110845.1175
03.07.2002 00:00:00;117414.8089
03.07.2002 00:00:00;110616.4394
03.07.2002 00:00:00;103821.9428
03.07.2002 00:00:00;97045.3226
03.07.2002 00:00:00;103475.6466
03.07.2002 00:00:00;109738.8346
10.07.2002 00:00:00;102978.1494
10.07.2002 00:00:00;96221.3494
10.07.2002 00:00:00;102741.4324
10.07.2002 00:00:00;108865.8391
16.07.2002 00:00:00;114963.1283
17.07.2002 00:00:00;117331.8947
17.07.2002 00:00:00;110596.1111
17.07.2002 00:00:00;103864.7942
17.07.2002 00:00:00;97130.1571
17.07.2002 00:00:00;90393.8772
17.07.2002 00:00:00;96404.8372
17.07.2002 00:00:00;102169.6595
17.07.2002 00:00:00;108905.9394
18.07.2002 00:00:00;115492.2433
24.07.2002 00:00:00;108918.3345
24.07.2002 00:00:00;102344.4860
24.07.2002 00:00:00;107754.0807
31.07.2002 00:00:00;112699.1528
31.07.2002 00:00:00;106041.2764
31.07.2002 00:00:00;99393.5575
31.07.2002 00:00:00;92754.8811
31.07.2002 00:00:00;100351.3498
31.07.2002 00:00:00;95406.2777
31.07.2002 00:00:00;100351.3498
31.07.2002 00:00:00;107146.9565
08.08.2002 00:00:00;108124.7584
12.08.2002 00:00:00;114824.8868
14.08.2002 00:00:00;121497.9670
14.08.2002 00:00:00;114811.9168
14.08.2002 00:00:00;108131.9162
14.08.2002 00:00:00;101445.1970
14.08.2002 00:00:00;94767.1946
14.08.2002 00:00:00;101876.5850
14.08.2002 00:00:00;108284.8075
21.08.2002 00:00:00;101490.3366
21.08.2002 00:00:00;94696.6440
21.08.2002 00:00:00;87903.9984
21.08.2002 00:00:00;95789.4472
21.08.2002 00:00:00;102619.7683
21.08.2002 00:00:00;109991.3618
28.08.2002 00:00:00;103205.5392
28.08.2002 00:00:00;96424.6241
28.08.2002 00:00:00;102929.1049
28.08.2002 00:00:00;109541.8600
04.09.2002 00:00:00;102764.6946
04.09.2002 00:00:00;109043.5624
11.09.2002 00:00:00;109115.6929
11.09.2002 00:00:00;102336.0010
11.09.2002 00:00:00;95553.4839
11.09.2002 00:00:00;101794.1081
11.09.2002 00:00:00;108576.6252
12.09.2002 00:00:00;115292.2227
19.09.2002 00:00:00;121502.6940
25.09.2002 00:00:00;114785.8040
25.09.2002 00:00:00;108080.7239
02.10.2002 00:00:00;101369.9426
02.10.2002 00:00:00;108304.8979
09.10.2002 00:00:00;101622.6657
09.10.2002 00:00:00;108110.6483
16.10.2002 00:00:00;101390.7148
16.10.2002 00:00:00;108080.8688
21.10.2002 00:00:00;108802.5557
30.10.2002 00:00:00;102417.2398
30.10.2002 00:00:00;95645.8508
30.10.2002 00:00:00;102183.8693
30.10.2002 00:00:00;109121.0805
06.11.2002 00:00:00;102370.6370
06.11.2002 00:00:00;109779.6941
19.11.2002 00:00:00;116626.3332
26.11.2002 00:00:00;122887.7855
27.11.2002 00:00:00;116412.1295
27.11.2002 00:00:00;109645.6547
27.11.2002 00:00:00;102891.0958
27.11.2002 00:00:00;109344.0392
11.12.2002 00:00:00;115396.7466
11.12.2002 00:00:00;108731.0448
11.12.2002 00:00:00;102070.2103
11.12.2002 00:00:00;96017.5029
11.12.2002 00:00:00;102070.2103
11.12.2002 00:00:00;111043.7960
18.12.2002 00:00:00;104352.2308
18.12.2002 00:00:00;107728.8168
26.12.2002 00:00:00;107882.6721
08.01.2003 00:00:00;101182.4720
08.01.2003 00:00:00;107994.6917
15.01.2003 00:00:00;101323.8918
15.01.2003 00:00:00;94650.8958
15.01.2003 00:00:00;99748.6248
15.01.2003 00:00:00;106895.3447
21.01.2003 00:00:00;113566.3901
22.01.2003 00:00:00;106954.1861
22.01.2003 00:00:00;100341.5580
22.01.2003 00:00:00;107070.7297
29.01.2003 00:00:00;113475.0817
29.01.2003 00:00:00;107033.4814
29.01.2003 00:00:00;100393.4698
29.01.2003 00:00:00;93742.0872
29.01.2003 00:00:00;87337.7352
29.01.2003 00:00:00;93742.0872
29.01.2003 00:00:00;100817.1134
29.01.2003 00:00:00;107569.3732
05.02.2003 00:00:00;100948.7438
05.02.2003 00:00:00;107522.7048
12.02.2003 00:00:00;101396.9326
12.02.2003 00:00:00;94738.6015
12.02.2003 00:00:00;107756.1015
26.02.2003 00:00:00;115525.7642
26.02.2003 00:00:00;108754.4836
12.03.2003 00:00:00;109168.4721
12.03.2003 00:00:00;102407.1745
12.03.2003 00:00:00;109168.4721
13.03.2003 00:00:00;109328.6168
17.03.2003 00:00:00;109466.6791
18.03.2003 00:00:00;109579.7616
19.03.2003 00:00:00;116504.5530
19.03.2003 00:00:00;111628.7382
02.04.2003 00:00:00;118776.0427
02.04.2003 00:00:00;111765.3073
16.04.2003 00:00:00;118547.5473
16.04.2003 00:00:00;112950.3054
23.04.2003 00:00:00;106745.3117
23.04.2003 00:00:00;112950.3054
23.04.2003 00:00:00;117368.3136
30.04.2003 00:00:00;103747.9698
30.04.2003 00:00:00;107330.5425
30.04.2003 00:00:00;120950.8863
30.04.2003 00:00:00;118839.0549
07.05.2003 00:00:00;111661.8312
07.05.2003 00:00:00;118839.0549
14.05.2003 00:00:00;108343.4202
14.05.2003 00:00:00;118839.0549
14.05.2003 00:00:00;120070.1532
21.05.2003 00:00:00;112973.4246
21.05.2003 00:00:00;105879.4534
21.05.2003 00:00:00;112860.1642
28.05.2003 00:00:00;120648.6580
04.06.2003 00:00:00;115617.5842
04.06.2003 00:00:00;108277.5362
04.06.2003 00:00:00;96252.2341
04.06.2003 00:00:00;108277.5362
04.06.2003 00:00:00;121966.5841
18.06.2003 00:00:00;128459.6139
18.06.2003 00:00:00;121199.6857
18.06.2003 00:00:00;113938.6672
18.06.2003 00:00:00;106681.8686
18.06.2003 00:00:00;99418.3136
18.06.2003 00:00:00;92171.3838
18.06.2003 00:00:00;84923.6444
02.07.2003 00:00:00;85021.9146
02.07.2003 00:00:00;92024.2316
02.07.2003 00:00:00;98765.3543
02.07.2003 00:00:00;91434.7041
02.07.2003 00:00:00;84104.3378
02.07.2003 00:00:00;76846.7192
02.07.2003 00:00:00;69528.0948
02.07.2003 00:00:00;62221.8841
02.07.2003 00:00:00;54894.5199
02.07.2003 00:00:00;47587.6703
02.07.2003 00:00:00;40258.1675
02.07.2003 00:00:00;32929.9817
02.07.2003 00:00:00;25604.9516
02.07.2003 00:00:00;18278.5726
02.07.2003 00:00:00;10976.7120
02.07.2003 00:00:00;3660.6306
02.07.2003 00:00:00;-3666.4902
02.07.2003 00:00:00;-10981.1634
02.07.2003 00:00:00;-7714.5561
02.07.2003 00:00:00;-399.8829
02.07.2003 00:00:00;6927.2379
02.07.2003 00:00:00;3866.0419
03.07.2003 00:00:00;11136.0333
16.07.2003 00:00:00;11326.2285
16.07.2003 00:00:00;17901.2758
16.07.2003 00:00:00;25073.1570
16.07.2003 00:00:00;17567.9095
16.07.2003 00:00:00;3051.2560
16.07.2003 00:00:00;-4177.8975
16.07.2003 00:00:00;-11681.8458
16.07.2003 00:00:00;-19179.2536
16.07.2003 00:00:00;-26684.5529
16.07.2003 00:00:00;-34179.4224
16.07.2003 00:00:00;-41681.9044
16.07.2003 00:00:00;-49186.6843
16.07.2003 00:00:00;-56661.5001
16.07.2003 00:00:00;-49791.2933
16.07.2003 00:00:00;-42702.1393
16.07.2003 00:00:00;-35434.8846
16.07.2003 00:00:00;-42009.9319
16.07.2003 00:00:00;-35434.8846
16.07.2003 00:00:00;-32431.3201
16.07.2003 00:00:00;-25423.4551
16.07.2003 00:00:00;-7738.8996
16.07.2003 00:00:00;-264.0838
16.07.2003 00:00:00;7152.5589
17.07.2003 00:00:00;14522.8601
17.07.2003 00:00:00;21896.3422
23.07.2003 00:00:00;14553.9452
23.07.2003 00:00:00;7212.4369
23.07.2003 00:00:00;-128.2970
23.07.2003 00:00:00;-7461.3003
23.07.2003 00:00:00;-14802.9230
23.07.2003 00:00:00;-22128.7942
23.07.2003 00:00:00;-14972.1418
23.07.2003 00:00:00;-7627.2808
23.07.2003 00:00:00;-301.9813
23.07.2003 00:00:00;7023.8899
23.07.2003 00:00:00;3876.0546
30.07.2003 00:00:00;10379.1111
30.07.2003 00:00:00;10483.2904
30.07.2003 00:00:00;16396.0426
30.07.2003 00:00:00;10092.0962
30.07.2003 00:00:00;2732.0475
30.07.2003 00:00:00;-4610.5240
30.07.2003 00:00:00;-11949.5873
30.07.2003 00:00:00;-19284.6161
30.07.2003 00:00:00;-25197.3683
30.07.2003 00:00:00;-19284.6161
30.07.2003 00:00:00;-5161.2978
30.07.2003 00:00:00;2173.7310
04.08.2003 00:00:00;2316.1250
05.08.2003 00:00:00;2425.7930
06.08.2003 00:00:00;2542.5155
06.08.2003 00:00:00;9749.4330
06.08.2003 00:00:00;9812.1550
06.08.2003 00:00:00;2635.0475
06.08.2003 00:00:00;-4513.4988
06.08.2003 00:00:00;-11668.7412
06.08.2003 00:00:00;-18842.4152
06.08.2003 00:00:00;-26013.4921
06.08.2003 00:00:00;-19521.3027
06.08.2003 00:00:00;-19584.0247
06.08.2003 00:00:00;-12294.0177
06.08.2003 00:00:00;-19500.9352
06.08.2003 00:00:00;-12294.0177
06.08.2003 00:00:00;-5428.9296
06.08.2003 00:00:00;1742.1473
07.08.2003 00:00:00;9054.0024
13.08.2003 00:00:00;9673.8261
13.08.2003 00:00:00;3154.0291
13.08.2003 00:00:00;-4359.5589
13.08.2003 00:00:00;-11878.8616
13.08.2003 00:00:00;-19396.0047
13.08.2003 00:00:00;-26916.7100
13.08.2003 00:00:00;-34421.2785
13.08.2003 00:00:00;-41939.7574
13.08.2003 00:00:00;-49455.8096
13.08.2003 00:00:00;-42449.6871
13.08.2003 00:00:00;-35483.6438
13.08.2003 00:00:00;-21557.7549
13.08.2003 00:00:00;-12902.5942
13.08.2003 00:00:00;-9745.0201
13.08.2003 00:00:00;-2228.9679
13.08.2003 00:00:00;4932.8006
14.08.2003 00:00:00;12496.4863
21.08.2003 00:00:00;13054.4863
21.08.2003 00:00:00;21073.9754
25.08.2003 00:00:00;21321.0310
26.08.2003 00:00:00;29379.0605
27.08.2003 00:00:00;30038.5936
27.08.2003 00:00:00;22013.5927
27.08.2003 00:00:00;14005.0922
27.08.2003 00:00:00;5978.4574
27.08.2003 00:00:00;-2037.8489
27.08.2003 00:00:00;-10215.6962
27.08.2003 00:00:00;-18235.1994
27.08.2003 00:00:00;-26251.2988
27.08.2003 00:00:00;-18852.3660
27.08.2003 00:00:00;-9993.7827
27.08.2003 00:00:00;-1977.6833
27.08.2003 00:00:00;5918.0849
28.08.2003 00:00:00;6057.5060
01.09.2003 00:00:00;14176.2405
09.09.2003 00:00:00;21707.3727
10.09.2003 00:00:00;29376.4273
10.09.2003 00:00:00;36987.2688
10.09.2003 00:00:00;44563.8131
10.09.2003 00:00:00;36786.9110
10.09.2003 00:00:00;37179.3747
10.09.2003 00:00:00;30089.0940
10.09.2003 00:00:00;22305.6740
10.09.2003 00:00:00;14522.2586
10.09.2003 00:00:00;6737.2432
10.09.2003 00:00:00;-1047.2195
10.09.2003 00:00:00;-8623.7638
10.09.2003 00:00:00;-1047.2195
10.09.2003 00:00:00;-8658.0610
10.09.2003 00:00:00;-1047.2195
10.09.2003 00:00:00;6737.2432
17.09.2003 00:00:00;-873.2478
17.09.2003 00:00:00;-8850.8504
17.09.2003 00:00:00;-16824.9948
17.09.2003 00:00:00;-24798.8033
17.09.2003 00:00:00;-32773.2881
17.09.2003 00:00:00;-40751.3924
17.09.2003 00:00:00;-7323.1799
17.09.2003 00:00:00;824.8088
24.09.2003 00:00:00;8160.7451
24.09.2003 00:00:00;15530.2585
24.09.2003 00:00:00;16446.8966
24.09.2003 00:00:00;1562.5003
24.09.2003 00:00:00;-6231.1394
24.09.2003 00:00:00;-14028.6232
24.09.2003 00:00:00;-21831.1655
24.09.2003 00:00:00;-29636.8155
24.09.2003 00:00:00;-22157.5216
24.09.2003 00:00:00;-6803.7648
24.09.2003 00:00:00;648.1660
25.09.2003 00:00:00;7687.3423
30.09.2003 00:00:00;15073.1797
08.10.2003 00:00:00;21951.7657
08.10.2003 00:00:00;14912.2518
08.10.2003 00:00:00;7278.3735
08.10.2003 00:00:00;-347.0493
08.10.2003 00:00:00;-7962.5235
08.10.2003 00:00:00;-15590.3066
08.10.2003 00:00:00;-23205.1859
08.10.2003 00:00:00;-30832.2423
08.10.2003 00:00:00;-38451.8038
08.10.2003 00:00:00;-46073.7236
08.10.2003 00:00:00;-53694.8320
08.10.2003 00:00:00;-61320.0954
08.10.2003 00:00:00;-51894.1505
08.10.2003 00:00:00;-44294.6519
08.10.2003 00:00:00;-15844.4055
08.10.2003 00:00:00;-22722.9915
08.10.2003 00:00:00;-15844.4055
08.10.2003 00:00:00;-8537.7215
08.10.2003 00:00:00;-1013.9282
08.10.2003 00:00:00;6611.3352
16.10.2003 00:00:00;16976.2743
22.10.2003 00:00:00;17552.3791
22.10.2003 00:00:00;25031.7434
22.10.2003 00:00:00;32567.0813
22.10.2003 00:00:00;39426.0846
22.10.2003 00:00:00;45854.1774
22.10.2003 00:00:00;38289.6972
22.10.2003 00:00:00;30753.6831
22.10.2003 00:00:00;23204.1470
22.10.2003 00:00:00;15639.6109
22.10.2003 00:00:00;8078.9538
22.10.2003 00:00:00;512.8370
22.10.2003 00:00:00;-7045.5653
22.10.2003 00:00:00;-14606.5190
22.10.2003 00:00:00;-22172.0860
22.10.2003 00:00:00;-29730.0238
22.10.2003 00:00:00;-37297.9104
22.10.2003 00:00:00;-30696.7078
22.10.2003 00:00:00;-24858.7353
22.10.2003 00:00:00;-17852.5756
22.10.2003 00:00:00;-10474.2251
22.10.2003 00:00:00;-16902.3179
22.10.2003 00:00:00;-10474.2251
22.10.2003 00:00:00;-17333.2284
22.10.2003 00:00:00;-10474.2251
22.10.2003 00:00:00;-2906.3385
22.10.2003 00:00:00;4651.5993
23.10.2003 00:00:00;4729.7004
27.10.2003 00:00:00;12327.7094
05.11.2003 00:00:00;20294.2680
05.11.2003 00:00:00;12538.2319
05.11.2003 00:00:00;4529.7403
05.11.2003 00:00:00;-2908.5596
05.11.2003 00:00:00;-10918.5290
05.11.2003 00:00:00;-18078.4037
05.11.2003 00:00:00;-25516.2353
05.11.2003 00:00:00;-33738.5937
05.11.2003 00:00:00;-41363.1449
05.11.2003 00:00:00;-49357.1789
05.11.2003 00:00:00;-42014.4931
05.11.2003 00:00:00;-34529.2791
05.11.2003 00:00:00;-26421.9518
05.11.2003 00:00:00;-18671.7109
05.11.2003 00:00:00;-10661.2057
05.11.2003 00:00:00;-18627.7643
05.11.2003 00:00:00;-10661.2057
05.11.2003 00:00:00;-1806.1325
05.11.2003 00:00:00;6187.9015
12.11.2003 00:00:00;-1727.8879
12.11.2003 00:00:00;-8784.6289
12.11.2003 00:00:00;-16705.0118
12.11.2003 00:00:00;-24620.8012
12.11.2003 00:00:00;-17269.9240
12.11.2003 00:00:00;-1806.2002
12.11.2003 00:00:00;6109.5892
17.11.2003 00:00:00;13378.6768
18.11.2003 00:00:00;19133.3915
19.11.2003 00:00:00;26548.4521
19.11.2003 00:00:00;18994.9648
19.11.2003 00:00:00;11456.5551
19.11.2003 00:00:00;3915.6184
19.11.2003 00:00:00;-3637.7172
19.11.2003 00:00:00;-11176.7921
19.11.2003 00:00:00;-18723.7261
19.11.2003 00:00:00;-26275.7327
19.11.2003 00:00:00;-17916.0629
19.11.2003 00:00:00;-3616.5346
19.11.2003 00:00:00;-11031.5952
19.11.2003 00:00:00;-3616.5346
19.11.2003 00:00:00;3592.8025
03.12.2003 00:00:00;11489.5852
03.12.2003 00:00:00;19083.6841
03.12.2003 00:00:00;21677.4646
03.12.2003 00:00:00;13718.0732
03.12.2003 00:00:00;5802.3935
03.12.2003 00:00:00;-2159.8594
03.12.2003 00:00:00;-9753.9583
03.12.2003 00:00:00;-2159.8594
03.12.2003 00:00:00;5787.5808
10.12.2003 00:00:00;12369.5746
10.12.2003 00:00:00;19252.4665
10.12.2003 00:00:00;26318.1849
10.12.2003 00:00:00;33667.5453
10.12.2003 00:00:00;26158.3620
10.12.2003 00:00:00;18652.1306
10.12.2003 00:00:00;11140.6842
10.12.2003 00:00:00;3635.1416
10.12.2003 00:00:00;-3874.0383
10.12.2003 00:00:00;-11381.9300
10.12.2003 00:00:00;-18881.0900
10.12.2003 00:00:00;-26377.0354
10.12.2003 00:00:00;-33883.6671
10.12.2003 00:00:00;-19355.8055
10.12.2003 00:00:00;-26705.1659
10.12.2003 00:00:00;-11798.8360
10.12.2003 00:00:00;-18864.5544
10.12.2003 00:00:00;-11798.8360
10.12.2003 00:00:00;-18681.7279
10.12.2003 00:00:00;-4246.2573
10.12.2003 00:00:00;-10828.2511
10.12.2003 00:00:00;3319.8092
16.12.2003 00:00:00;10819.4028
18.12.2003 00:00:00;11210.0498
22.12.2003 00:00:00;18995.0647
23.12.2003 00:00:00;26673.7793
24.12.2003 00:00:00;27030.2817
24.12.2003 00:00:00;34511.8817
24.12.2003 00:00:00;41873.1414
24.12.2003 00:00:00;34271.0897
24.12.2003 00:00:00;26664.1996
24.12.2003 00:00:00;19058.0607
24.12.2003 00:00:00;11469.3087
24.12.2003 00:00:00;3863.0486
24.12.2003 00:00:00;-3735.2793
24.12.2003 00:00:00;-11337.7833
24.12.2003 00:00:00;-18939.4671
24.12.2003 00:00:00;-26541.6685
24.12.2003 00:00:00;-18693.8492
24.12.2003 00:00:00;-9211.7749
24.12.2003 00:00:00;-16573.0346
24.12.2003 00:00:00;-9211.7749
24.12.2003 00:00:00;-16693.3749
24.12.2003 00:00:00;-9211.7749
24.12.2003 00:00:00;-1609.5735
24.12.2003 00:00:00;5992.1103
29.12.2003 00:00:00;13727.4290
31.12.2003 00:00:00;6156.2515
31.12.2003 00:00:00;-1412.0438
31.12.2003 00:00:00;-8987.2605
31.12.2003 00:00:00;-16562.6441
31.12.2003 00:00:00;-24130.6252
31.12.2003 00:00:00;-15956.7364
31.12.2003 00:00:00;-8644.1738
31.12.2003 00:00:00;-1152.1089
31.12.2003 00:00:00;6415.8722
08.01.2004 00:00:00;14402.8132
08.01.2004 00:00:00;21876.8309
14.01.2004 00:00:00;29553.2218
14.01.2004 00:00:00;36559.6412
14.01.2004 00:00:00;30573.1141
14.01.2004 00:00:00;22651.6053
14.01.2004 00:00:00;15486.8407
14.01.2004 00:00:00;7556.1148
14.01.2004 00:00:00;-373.6998
14.01.2004 00:00:00;-8293.6161
14.01.2004 00:00:00;-16220.7836
14.01.2004 00:00:00;-24144.9236
14.01.2004 00:00:00;-32076.0458
14.01.2004 00:00:00;-40008.1752
14.01.2004 00:00:00;-47926.8630
14.01.2004 00:00:00;-40522.0230
14.01.2004 00:00:00;-32567.1568
14.01.2004 00:00:00;-39573.5762
14.01.2004 00:00:00;-32567.1568
14.01.2004 00:00:00;-16320.2444
14.01.2004 00:00:00;-8092.7047
14.01.2004 00:00:00;-293.5606
14.01.2004 00:00:00;-7969.9515
14.01.2004 00:00:00;-293.5606
14.01.2004 00:00:00;7625.1272
14.01.2004 00:00:00;4448.9502
21.01.2004 00:00:00;-3654.3521
21.01.2004 00:00:00;-10687.7352
21.01.2004 00:00:00;-18246.3254
21.01.2004 00:00:00;-26303.3144
21.01.2004 00:00:00;-34405.8950
21.01.2004 00:00:00;-26585.7038
21.01.2004 00:00:00;-18477.5079
21.01.2004 00:00:00;-10598.3079
21.01.2004 00:00:00;-2303.9414
21.01.2004 00:00:00;5798.6392
28.01.2004 00:00:00;13439.3726
28.01.2004 00:00:00;20681.8357
28.01.2004 00:00:00;28227.0724
28.01.2004 00:00:00;36714.1190
28.01.2004 00:00:00;28856.7256
28.01.2004 00:00:00;21009.6487
28.01.2004 00:00:00;13158.0272
28.01.2004 00:00:00;5314.9264
28.01.2004 00:00:00;-2533.6188
28.01.2004 00:00:00;5314.9264
05.02.2004 00:00:00;8147.3544
11.02.2004 00:00:00;8406.5063
11.02.2004 00:00:00;1369.6005
11.02.2004 00:00:00;-13960.3834
11.02.2004 00:00:00;-21982.5598
11.02.2004 00:00:00;-30003.4839
11.02.2004 00:00:00;-38031.7873
11.02.2004 00:00:00;-23599.2360
11.02.2004 00:00:00;-16496.2083
11.02.2004 00:00:00;-8968.8405
11.02.2004 00:00:00;-940.5371
11.02.2004 00:00:00;7080.3870
12.02.2004 00:00:00;14918.3923
16.02.2004 00:00:00;21430.1850
17.02.2004 00:00:00;29294.2201
25.02.2004 00:00:00;22035.0150
25.02.2004 00:00:00;14095.3010
25.02.2004 00:00:00;6130.9926
25.02.2004 00:00:00;-1830.9181
25.02.2004 00:00:00;-9786.7687
25.02.2004 00:00:00;-17737.3649
25.02.2004 00:00:00;-25694.5590
25.02.2004 00:00:00;-33635.7355
25.02.2004 00:00:00;-41589.5034
25.02.2004 00:00:00;-49542.7526
25.02.2004 00:00:00;-41869.1437
25.02.2004 00:00:00;-26299.9863
25.02.2004 00:00:00;3867.9718
08.03.2004 00:00:00;4301.4836
10.03.2004 00:00:00;12838.9999
10.03.2004 00:00:00;20161.9166
10.03.2004 00:00:00;9119.1021
10.03.2004 00:00:00;634.2001
10.03.2004 00:00:00;-7873.4680
10.03.2004 00:00:00;-16379.0684
10.03.2004 00:00:00;-24881.9281
10.03.2004 00:00:00;-33378.9339
10.03.2004 00:00:00;-41843.1823
10.03.2004 00:00:00;-50315.3488
10.03.2004 00:00:00;-41862.0971
10.03.2004 00:00:00;-49185.0138
10.03.2004 00:00:00;-41862.0971
10.03.2004 00:00:00;-33863.5678
10.03.2004 00:00:00;-25936.6560
10.03.2004 00:00:00;-15088.1026
10.03.2004 00:00:00;-6931.6484
10.03.2004 00:00:00;748.9398
11.03.2004 00:00:00;16357.0628
11.03.2004 00:00:00;24313.1213
15.03.2004 00:00:00;32238.7430
16.03.2004 00:00:00;39951.8426
16.03.2004 00:00:00;46535.4215
18.03.2004 00:00:00;54691.5262
18.03.2004 00:00:00;54922.3475
22.03.2004 00:00:00;62932.0779
24.03.2004 00:00:00;63236.8441
24.03.2004 00:00:00;71153.5720
24.03.2004 00:00:00;71491.6828
24.03.2004 00:00:00;63304.5805
24.03.2004 00:00:00;55122.7340
24.03.2004 00:00:00;46967.3550
24.03.2004 00:00:00;38782.1713
24.03.2004 00:00:00;30602.3747
24.03.2004 00:00:00;22419.6591
24.03.2004 00:00:00;14246.3236
24.03.2004 00:00:00;6058.0863
24.03.2004 00:00:00;-2105.8199
24.03.2004 00:00:00;-10289.7819
24.03.2004 00:00:00;-2248.9897
24.03.2004 00:00:00;5934.9723
25.03.2004 00:00:00;14378.3744
07.04.2004 00:00:00;22889.1421
07.04.2004 00:00:00;23310.3304
07.04.2004 00:00:00;14457.6819
07.04.2004 00:00:00;6601.1826
