TicketFee;TransactionDateTime;SecurityId;Shares;TargetAmountEur;TransactionType;Cancelled;TargetWeight;EffectiveWeight;EffectiveAmountEur
50;04.08.2010 00:00:00;426908;-1215;-5631;2;0;0;-0.0490;-5635.170
50;13.08.2010 00:00:00;419443;-499;-11249;3;0;0.1018576788138688249152387746;-0.1021;-11271.2634
50;18.08.2010 00:00:00;430185;2992;5684.2397;1;0;0.05;0.0500;5683.9753
50;18.08.2010 00:00:00;432356;9740;5684.2397;1;0;0.05;0.0500;5683.7672
50;20.08.2010 00:00:00;419443;-249;-5601;3;0;0.05;-0.0500;-5621.1588
50;25.08.2010 00:00:00;433253;-362;-5284;2;0;0;-0.0485;-5284.3674
50;25.08.2010 00:00:00;404199;118;5450.9492;1;0;0.05;0.0497;5415.8567
50;25.08.2010 00:00:00;404886;23;5450.9492;1;0;0.05;0.0493;5377.5470
50;27.08.2010 00:00:00;419443;-4;-72;3;0;0.05;-0.0008;-90.2383
50;27.08.2010 00:00:00;431668;-233;-5415;2;0;0;-0.0492;-5437.9806
50;01.09.2010 00:00:00;432356;4169;3428;3;0;0.10;0.0300;3427.4915
50;01.09.2010 00:00:00;410693;379;5717.9661;1;0;0.05;0.0499;5706.9109
50;01.09.2010 00:00:00;419443;-245;-5536;2;0;0;-0.0486;-5558.4375
50;08.09.2010 00:00:00;424761;45;5899.4601;1;0;0.05;0.0499;5885.0516
50;08.09.2010 00:00:00;401295;240;5899.4601;1;0;0.05;0.0500;5896.7048
50;08.09.2010 00:00:00;404143;168;5899.4601;1;0;0.05;0.0497;5865.5115
50;08.09.2010 00:00:00;423975;439;5899.4601;1;0;0.05;0.0499;5891.38
50;08.09.2010 00:00:00;432624;-28065;-24229;2;0;0;-0.2054;-24229.5610
50;22.09.2010 00:00:00;410693;327;5489;3;0;0.10;0.0463;5485.6428
50;22.09.2010 00:00:00;430185;-2992;-5331;2;0;0;-0.0450;-5331.1341
50;29.09.2010 00:00:00;404143;-168;-5486;2;0;0;-0.0451;-5486.4448
50;29.09.2010 00:00:00;407901;835;6076.4925;1;0;0.05;0.0499;6070.1568
50;06.10.2010 00:00:00;404199;-118;-5122;2;0;0;-0.0445;-5122.4740
50;06.10.2010 00:00:00;405298;287;4366;3;0;0.10;0.0379;4359.53
50;11.10.2010 00:00:00;412341;-169;-11025;3;0;0.0970112380021081858567870092;-0.0973;-11057.2761
50;13.10.2010 00:00:00;414227;30;3842;3;0;0.10;0.0333;3824.6884
50;13.10.2010 00:00:00;431742;204;5745.4487;1;0;0.05;0.0500;5744.7573
50;18.10.2010 00:00:00;412341;-83;-5498;3;0;0.05;-0.0483;-5564.9899
50;20.10.2010 00:00:00;405298;667;10681;3;0;0.2;0.0936;10672
50;20.10.2010 00:00:00;424761;-45;-5868;2;0;0;-0.0515;-5868.0831
50;26.10.2010 00:00:00;432356;-3979;-2376;3;0;0.05;-0.0200;-2376.1562
50;27.10.2010 00:00:00;410693;580;10729;3;0;0.2;0.0901;10715.0619
50;27.10.2010 00:00:00;413773;115;9462;3;0;0.2;0.0791;9403.7890
50;27.10.2010 00:00:00;428402;-354;-6400;2;0;0;-0.0540;-6418.0613
50;27.10.2010 00:00:00;401295;-240;-6361;2;0;0;-0.0535;-6361.1702
50;27.10.2010 00:00:00;423975;-224;-3387;3;0;0.0274560721448696561862761248;-0.0286;-3393.60
50;29.10.2010 00:00:00;414227;-38;-4117;3;0;0.05;-0.0361;-4180.6307
50;02.11.2010 00:00:00;432356;-614;-380;3;0;0.05;-0.0033;-380.3732
50;03.11.2010 00:00:00;412341;47;4156;3;0;0.10;0.0355;4122.4775
50;05.11.2010 00:00:00;414227;-52;-5778;2;0;0;-0.0496;-5778.1880
50;10.11.2010 00:00:00;404886;16;5046;3;0;0.10;0.0404;4869.3682
50;16.11.2010 00:00:00;423975;-215;-2939;2;0;0;-0.0253;-2939.05
50;17.11.2010 00:00:00;424761;34;5896.8504;1;0;0.05;0.0494;5824.9685
50;17.11.2010 00:00:00;421273;405;5896.8504;1;0;0.05;0.0499;5885.2830
50;17.11.2010 00:00:00;407901;-835;-5828;2;0;0;-0.0494;-5828.4741
50;24.11.2010 00:00:00;412341;120;11951;3;0;0.2;0.0951;11924.4321
50;24.11.2010 00:00:00;431742;-204;-6257;2;0;0;-0.0499;-6257.0654
50;24.11.2010 00:00:00;404886;-27;-8109;3;0;0.0312301273868172136754067263;-0.0664;-8324.0723
50;08.12.2010 00:00:00;404886;8;2634;1;0;0.05;0.0196;2521.3939
50;31.12.2010 00:00:00;424761;-34;-5411;2;0;0;-0.0460;-5411.1959
50;05.01.2011 00:00:00;430185;1182;2925.2982;1;0;0.0238;0.0238;2922.9135
50;21.01.2011 00:00:00;412341;-127;-10248;3;0;0.0869521014034797628855963236;-0.0876;-10329.2582
50;26.01.2011 00:00:00;432356;9650;12234;3;0;0.2;0.1018;12233.7981
50;26.01.2011 00:00:00;417857;335;6011.1629;1;0;0.05;0.0500;6008.9906
50;26.01.2011 00:00:00;412341;-126;-9942;2;0;0;-0.0834;-10021.2411
50;02.02.2011 00:00:00;421273;203;4228;3;0;0.10;0.0334;4220.8940
50;16.02.2011 00:00:00;430360;187;7323.7916;1;0;0.05;0.0499;7305.5959
50;16.02.2011 00:00:00;417857;-335;-5797;2;0;0;-0.0396;-5797.4093
50;16.02.2011 00:00:00;430185;-1182;-2876;2;0;0;-0.0196;-2876.1126
50;16.03.2011 00:00:00;429053;1810;6658.9808;1;0;0.05;0.0500;6658.1889
50;16.03.2011 00:00:00;429122;201;6658.9808;1;0;0.05;0.0500;6656.2970
50;16.03.2011 00:00:00;428694;1116;6658.9808;1;0;0.05;0.0500;6656.940
50;16.03.2011 00:00:00;405298;-1425;-21944;2;0;0;-0.1649;-21959.25
50;18.03.2011 00:00:00;430360;-6;-208;3;0;0.05;-0.0017;-217.7919
50;30.03.2011 00:00:00;404886;12;4510;1;0;0.05;0.0291;4292.4060
50;30.03.2011 00:00:00;428694;-1116;-6796;2;0;0;-0.0461;-6796.44
50;03.05.2011 00:00:00;421273;-234;-4474;3;0;0.05;-0.0312;-4483.6806
50;04.05.2011 00:00:00;430770;1014;7169.3441;1;0;0.05;0.0500;7163.4602
50;04.05.2011 00:00:00;432070;128;7169.3441;1;0;0.05;0.0497;7123.5303
50;04.05.2011 00:00:00;421273;-375;-6876;2;0;0;-0.0481;-6894.2346
50;23.05.2011 00:00:00;430770;-1015;-6512;2;0;0;-0.0449;-6517.9725
50;25.05.2011 00:00:00;432070;-129;-6714;2;0;0;-0.0466;-6766.1149
50;25.05.2011 00:00:00;430360;108;5442;3;0;0.10;0.0373;5407.2926
50;25.05.2011 00:00:00;431645;539;7252.3282;1;0;0.05;0.0499;7244.6443
50;08.06.2011 00:00:00;431645;-540;-6295;2;0;0;-0.0454;-6306.4074
50;08.06.2011 00:00:00;413773;-291;-23956;2;0;0;-0.1729;-24038.1777
50;08.06.2011 00:00:00;404886;-13;-4113;2;0;0;-0.0321;-4455.6681
50;08.06.2011 00:00:00;429122;-202;-7692;2;0;0;-0.0556;-7729.8740
50;08.06.2011 00:00:00;429053;-1810;-7849;2;0;0;-0.0565;-7849.1574
50;08.06.2011 00:00:00;430360;-290;-13214;2;0;0;-0.0954;-13259.2415
50;08.06.2011 00:00:00;410693;-788;-20198;3;0;0.0919744340595607941959775551;-0.1454;-20210.3012
50;15.06.2011 00:00:00;432816;819;6903.3331;1;0;0.05;0.0499;6895.4849
50;27.06.2011 00:00:00;432356;-9484;-15614;3;0;0.1183151596024818283852241367;-0.1183;-15615.5207
50;29.06.2011 00:00:00;402293;88;6693.2459;1;0;0.05;0.0497;6648.3466
50;29.06.2011 00:00:00;428755;172;6693.2459;1;0;0.05;0.0497;6658.2184
50;06.07.2011 00:00:00;432356;-9483;-15706;2;0;0;-0.1170;-15707.4777
50;06.07.2011 00:00:00;410693;426;12396;3;0;0.2;0.0921;12367.0317
50;06.07.2011 00:00:00;432816;570;5515;3;0;0.10;0.0410;5506.5233
50;13.07.2011 00:00:00;428755;141;6083;3;0;0.10;0.0450;6075.6342
50;13.07.2011 00:00:00;402293;-88;-6585;2;0;0;-0.0488;-6585.1489
50;03.08.2011 00:00:00;432816;-1389;-12249;2;0;0;-0.0943;-12249.4259
50;03.08.2011 00:00:00;428755;-314;-13236;2;0;0;-0.1023;-13278.0280
50;05.08.2011 00:00:00;410693;-462;-11242;3;0;0.0876401137413439462684788991;-0.0876;-11242.0544
50;10.08.2011 00:00:00;432231;9;6383.0129;1;0;0.05;0.0455;5812.7548
50;10.08.2011 00:00:00;410971;88;6383.0129;1;0;0.05;0.0498;6363.4162
50;10.08.2011 00:00:00;429994;460;6383.0129;1;0;0.05;0.0499;6373.3614
50;10.08.2011 00:00:00;400750;239;6383.0129;1;0;0.05;0.0499;6367.9200
50;10.08.2011 00:00:00;410693;-462;-10677;2;0;0;-0.0836;-10677.0975
50;17.08.2011 00:00:00;431549;1119;6316.1660;1;0;0.05;0.0500;6313.5218
50;17.08.2011 00:00:00;414227;34;6316.1660;1;0;0.05;0.0489;6175.5198
50;17.08.2011 00:00:00;401752;253;6316.1660;1;0;0.05;0.0499;6300.0967
50;17.08.2011 00:00:00;400750;-240;-6368;2;0;0;-0.0506;-6394.5640
50;17.08.2011 00:00:00;429994;-461;-5709;2;0;0;-0.0453;-5721.0577
50;17.08.2011 00:00:00;432231;-9;-5310;2;0;0;-0.0420;-5310.0158
50;31.08.2011 00:00:00;414227;34;6390;3;0;0.10;0.0495;6258.8235
50;31.08.2011 00:00:00;410971;-89;-6428;2;0;0;-0.0514;-6501.0035
50;05.09.2011 00:00:00;431549;-1120;-6053;2;0;0;-0.0480;-6057.9993
50;07.09.2011 00:00:00;401752;208;5736;3;0;0.10;0.0450;5714.2206
50;14.09.2011 00:00:00;414227;61;11966;3;0;0.2;0.0944;11920.9702
50;14.09.2011 00:00:00;401752;-462;-11771;2;0;0;-0.0934;-11796.4965
50;30.09.2011 00:00:00;414227;-65;-10788;3;0;0.0880187540709370353085523676;-0.0887;-10871.8433
50;05.10.2011 00:00:00;414360;431;6118.4865;1;0;0.05;0.0499;6111.2293
50;05.10.2011 00:00:00;431549;1021;6118.4865;1;0;0.05;0.0500;6117.7645
50;07.10.2011 00:00:00;414227;-28;-4661;3;0;0.05;-0.0386;-4711.4783
50;12.10.2011 00:00:00;432816;557;6151.9634;1;0;0.05;0.0500;6149.0113
50;14.10.2011 00:00:00;414227;-1;-51;3;0;0.05;-0.0014;-172.3763
50;19.10.2011 00:00:00;414360;337;5454;3;0;0.10;0.0438;5440.3091
50;19.10.2011 00:00:00;431549;825;5548;3;0;0.10;0.0447;5546.2185
50;19.10.2011 00:00:00;414227;-36;-6090;2;0;0;-0.0505;-6263.8126
50;19.10.2011 00:00:00;432816;-558;-6143;2;0;0;-0.0496;-6153.8183
50;26.10.2011 00:00:00;414360;-769;-13483;2;0;0;-0.1004;-13500.4232
50;02.11.2011 00:00:00;414360;370;6648.7140;1;0;0.05;0.0500;6647.1950
50;23.11.2011 00:00:00;431549;-1185;-11745;3;0;0.05;-0.0896;-11746.1789
50;23.11.2011 00:00:00;428605;243;6553.1986;1;0;0.05;0.0499;6540.1434
50;23.11.2011 00:00:00;409882;270;6553.1986;1;0;0.05;0.0499;6536.7147
50;04.01.2012 00:00:00;431549;464;5555;3;0;0.10;0.0412;5543.5361
50;04.01.2012 00:00:00;409882;223;6089;3;0;0.10;0.0452;6081.3485
50;04.01.2012 00:00:00;432558;5805;6726.1464;1;0;0.05;0.0500;6725.8021
50;04.01.2012 00:00:00;432624;2941;6726.1464;1;0;0.05;0.0500;6725.7796
50;04.01.2012 00:00:00;408764;239;6726.1464;1;0;0.05;0.0500;6719.7984
50;04.01.2012 00:00:00;401856;196;6726.1464;1;0;0.05;0.0499;6714.9830
50;04.01.2012 00:00:00;414675;99;6726.1464;1;0;0.05;0.0496;6678.7535
50;04.01.2012 00:00:00;423823;3012;6726.1464;1;0;0.05;0.0500;6725.796
50;04.01.2012 00:00:00;403770;203;6726.1464;1;0;0.05;0.0498;6700.8187
50;04.01.2012 00:00:00;424981;139;6726.1464;1;0;0.05;0.0499;6717.0451
50;04.01.2012 00:00:00;414216;111;6726.1464;1;0;0.05;0.0500;6721.8953
50;04.01.2012 00:00:00;414460;208;6726.1464;1;0;0.05;0.0499;6714.8594
50;11.01.2012 00:00:00;428605;156;5417;3;0;0.10;0.0390;5383.5823
50;11.01.2012 00:00:00;417584;1139;6901.5821;1;0;0.05;0.0500;6895.9742
50;11.01.2012 00:00:00;421258;732;6901.5821;1;0;0.05;0.0500;6900.9907
50;20.01.2012 00:00:00;424981;-140;-6415;2;0;0;-0.0480;-6460.7038
50;20.01.2012 00:00:00;414360;-371;-6275;2;0;0;-0.0468;-6291.5015
50;25.01.2012 00:00:00;417422;157;6729.0307;1;0;0.05;0.0497;6690.2720
50;25.01.2012 00:00:00;432816;481;6729.0307;1;0;0.05;0.0499;6719.9513
50;27.01.2012 00:00:00;414675;-99;-6409;2;0;0;-0.0482;-6409.2050
50;01.02.2012 00:00:00;428605;368;12957;3;0;0.2;0.0959;12943.5446
50;01.02.2012 00:00:00;414460;-208;-6733;2;0;0;-0.0499;-6733.3586
50;14.02.2012 00:00:00;421258;-733;-6465;2;0;0;-0.0462;-6473.3769
50;15.02.2012 00:00:00;401469;84;7020.0065;1;0;0.05;0.0496;6970.4858
50;24.02.2012 00:00:00;417422;-158;-5996;2;0;0;-0.0441;-6033.9696
50;27.02.2012 00:00:00;414216;-112;-6416;2;0;0;-0.0472;-6473.3791
50;29.02.2012 00:00:00;432558;3479;5171;3;0;0.10;0.0375;5169.8427
50;29.02.2012 00:00:00;404119;119;6898.4511;1;0;0.05;0.0497;6859.6865
50;07.03.2012 00:00:00;428190;322;6785.7945;1;0;0.05;0.0499;6778.6890
50;07.03.2012 00:00:00;409882;-208;-5429;3;0;0.0548293911704709107252537952;-0.0400;-5429.8780
50;14.03.2012 00:00:00;414322;266;6995.2748;1;0;0.05;0.0500;6994.8555
50;14.03.2012 00:00:00;409882;-286;-7432;2;0;0;-0.0533;-7457.6328
50;28.03.2012 00:00:00;414322;-266;-6380;2;0;0;-0.0461;-6380.4278
50;28.03.2012 00:00:00;431668;131;6918.9134;1;0;0.05;0.0498;6895.8800
50;10.04.2012 00:00:00;423823;-197;-455;3;0;0.05;-0.0035;-457.04
50;13.04.2012 00:00:00;401856;-14;-513;3;0;0.05;-0.0038;-519.5163
50;18.04.2012 00:00:00;401469;60;5749;3;0;0.10;0.0415;5686.5501
50;18.04.2012 00:00:00;408764;-239;-7192;2;0;0;-0.0525;-7192.0874
50;20.04.2012 00:00:00;401856;-182;-6651;2;0;0;-0.0484;-6651.1674
50;25.04.2012 00:00:00;421273;195;6792.0554;1;0;0.05;0.0500;6790.8905
50;25.04.2012 00:00:00;424104;945;6792.0554;1;0;0.05;0.0500;6786.5630
50;25.04.2012 00:00:00;432070;92;6792.0554;1;0;0.05;0.0496;6736.5618
50;25.04.2012 00:00:00;431549;-1126;-12273;2;0;0;-0.0904;-12283.6364
50;27.04.2012 00:00:00;428605;-384;-11619;3;0;0.0843795025418254657601248844;-0.0845;-11634.0766
50;02.05.2012 00:00:00;432816;318;5548;3;0;0.10;0.0398;5543.3859
50;02.05.2012 00:00:00;417584;642;5025;3;0;0.10;0.0360;5021.2017
50;02.05.2012 00:00:00;417596;315;6966.5848;1;0;0.05;0.0500;6961.6175
50;02.05.2012 00:00:00;402072;85;6966.5848;1;0;0.05;0.0496;6907.5851
50;02.05.2012 00:00:00;428605;-383;-11769;2;0;0;-0.0845;-11769.1341
50;08.05.2012 00:00:00;423823;-2816;-6275;2;0;0;-0.0470;-6276.864
50;08.05.2012 00:00:00;432558;-3615;-4258;3;0;0.05;-0.0319;-4258.2044
50;09.05.2012 00:00:00;401522;144;6712.1747;1;0;0.05;0.0500;6710.7336
50;09.05.2012 00:00:00;414520;70;6712.1747;1;0;0.05;0.0499;6702.7027
50;09.05.2012 00:00:00;432558;-5669;-6585;2;0;0;-0.0491;-6585.4238
50;16.05.2012 00:00:00;432816;638;11941;3;0;0.2;0.0888;11932.5734
50;16.05.2012 00:00:00;421273;-195;-5814;2;0;0;-0.0433;-5814.1780
50;16.05.2012 00:00:00;424104;-492;-3656;3;0;0.0251297097327888420390173797;-0.0272;-3662.3159
50;18.05.2012 00:00:00;417596;-6;-110;3;0;0.05;-0.0010;-123.4809
50;18.05.2012 00:00:00;402072;-85;-6234;2;0;0;-0.0489;-6234.1797
50;18.05.2012 00:00:00;404119;-13;-715;3;0;0.05;-0.0061;-774.3037
50;23.05.2012 00:00:00;411401;183;6613.9538;1;0;0.05;0.0498;6593.4355
50;30.05.2012 00:00:00;428190;-322;-6296;2;0;0;-0.0464;-6296.0605
50;30.05.2012 00:00:00;401469;104;11405;3;0;0.2;0.0837;11350.6995
50;30.05.2012 00:00:00;424104;-453;-3068;2;0;0;-0.0226;-3068.0765
50;01.06.2012 00:00:00;417596;-309;-6274;2;0;0;-0.0485;-6274.2899
50;01.06.2012 00:00:00;432816;-719;-13711;3;0;0.1058875897438770427429498391;-0.1060;-13720.0511
50;04.06.2012 00:00:00;431668;-10;-517;3;0;0.05;-0.0041;-528.7701
50;04.06.2012 00:00:00;417584;-746;-4617;3;0;0.05;-0.0360;-4618.6379
50;06.06.2012 00:00:00;403770;121;4916;3;0;0.10;0.0373;4903.9648
50;06.06.2012 00:00:00;413354;49;6571.7796;1;0;0.05;0.0490;6443.1958
50;06.06.2012 00:00:00;400078;353;6571.7796;1;0;0.05;0.0499;6562.3789
50;06.06.2012 00:00:00;401826;128;6571.7796;1;0;0.05;0.0497;6536.8682
50;13.06.2012 00:00:00;431668;-2;-77;3;0;0.05;-0.0008;-105.5875
50;18.06.2012 00:00:00;432816;-404;-8393;3;0;0.05;-0.0642;-8401.4582
50;20.06.2012 00:00:00;424883;80;6491.0561;1;0;0.05;0.0494;6415.6171
50;26.06.2012 00:00:00;431668;-119;-6242;2;0;0;-0.0481;-6242.2981
50;27.06.2012 00:00:00;417584;601;4764;3;0;0.10;0.0367;4758.6793
50;27.06.2012 00:00:00;407373;8;6479.7634;1;0;0.05;0.0475;6153.1224
50;27.06.2012 00:00:00;413013;66;3071.4079;1;0;0.0237;0.0234;3038.7081
50;27.06.2012 00:00:00;432624;-2941;-7349;2;0;0;-0.0567;-7349.0005
50;02.07.2012 00:00:00;432816;-314;-6215;2;0;0;-0.0468;-6215.4197
50;04.07.2012 00:00:00;432816;334;6646.9379;1;0;0.05;0.0499;6629.5348
50;11.07.2012 00:00:00;401522;-145;-6197;2;0;0;-0.0472;-6239.9674
50;11.07.2012 00:00:00;402124;293;6614.0530;1;0;0.05;0.0499;6600.8646
50;25.07.2012 00:00:00;432558;3917;6724.0822;1;0;0.05;0.0500;6723.4301
50;25.07.2012 00:00:00;413354;-50;-6517;2;0;0;-0.0494;-6649.4973
50;03.08.2012 00:00:00;400078;-353;-5327;2;0;0;-0.0381;-5327.4316
50;08.08.2012 00:00:00;417584;1224;11997;3;0;0.2;0.0856;11995.9144
50;08.08.2012 00:00:00;432816;-334;-6116;2;0;0;-0.0436;-6116.2938
50;15.08.2012 00:00:00;403770;314;14094;3;0;0.2;0.0983;14068.1004
50;15.08.2012 00:00:00;424883;-80;-6398;2;0;0;-0.0447;-6398.1753
50;15.08.2012 00:00:00;432558;-3918;-6858;2;0;0;-0.0480;-6859.4772
50;31.08.2012 00:00:00;411401;-7;-246;3;0;0.05;-0.0020;-285.0845
50;31.08.2012 00:00:00;407373;-9;-5938;2;0;0;-0.0463;-6680.2346
50;05.09.2012 00:00:00;431668;46;3471.3377;1;0;0.0237;0.0236;3457.4663
50;10.09.2012 00:00:00;411401;-177;-7267;2;0;0;-0.0501;-7308.0385
50;12.09.2012 00:00:00;429201;2875;7303.8047;1;0;0.05;0.0500;7302.50
50;12.09.2012 00:00:00;400383;9243;7303.8047;1;0;0.05;0.0500;7303.5336
50;12.09.2012 00:00:00;401826;-128;-6619;2;0;0;-0.0453;-6619.3548
50;26.09.2012 00:00:00;429478;1648;7272.9063;1;0;0.05;0.0500;7270.7593
50;26.09.2012 00:00:00;400383;-9243;-6560;2;0;0;-0.0451;-6560.2602
50;17.10.2012 00:00:00;407373;7;7802.4763;1;0;0.05;0.0439;6850.0329
50;17.10.2012 00:00:00;404119;-106;-7440;2;0;0;-0.0477;-7440.0123
50;07.11.2012 00:00:00;431630;213;7677.7247;1;0;0.05;0.0498;7653.3916
50;07.11.2012 00:00:00;414217;1368;7677.7247;1;0;0.05;0.0500;7676.0835
50;07.11.2012 00:00:00;430770;545;7677.7247;1;0;0.05;0.0500;7670.2031
50;07.11.2012 00:00:00;401469;-249;-26896;2;0;0;-0.1759;-27003.9777
50;09.11.2012 00:00:00;429478;-1648;-6246;2;0;0;-0.0417;-6246.4284
50;14.11.2012 00:00:00;407188;6712;7341.2121;1;0;0.05;0.0500;7340.9828
50;12.12.2012 00:00:00;430540;315;7582.5926;1;0;0.05;0.0499;7568.6886
50;12.12.2012 00:00:00;407188;-6713;-6973;2;0;0;-0.0460;-6973.5872
50;19.12.2012 00:00:00;417733;2940;7640.4132;1;0;0.05;0.0500;7639.8883
50;19.12.2012 00:00:00;414520;-71;-7890;2;0;0;-0.0524;-8002.5786
50;26.12.2012 00:00:00;403770;-638;-29497;2;0;0;-0.1958;-29497.3354
50;26.12.2012 00:00:00;424052;966;7531.9324;1;0;0.05;0.0500;7529.970
50;26.12.2012 00:00:00;429478;1788;7531.9324;1;0;0.05;0.0500;7531.0489
50;26.12.2012 00:00:00;400024;521;7531.9324;1;0;0.05;0.0499;7523.24
50;26.12.2012 00:00:00;407343;5955;7531.9324;1;0;0.05;0.0500;7530.7418
50;02.01.2013 00:00:00;432070;53;5687;3;0;0.10;0.0364;5624.4003
50;02.01.2013 00:00:00;431668;-47;-3732;2;0;0;-0.0247;-3812.9139
50;15.01.2013 00:00:00;417733;-2941;-7151;2;0;0;-0.0453;-7153.3971
50;16.01.2013 00:00:00;421190;106;7937.7965;1;0;0.05;0.0497;7892.7167
50;30.01.2013 00:00:00;413013;-66;-3416;2;0;0;-0.0211;-3416.2470
50;01.02.2013 00:00:00;402124;-294;-7018;2;0;0;-0.0439;-7041.8646
50;06.02.2013 00:00:00;404093;237;7978.1942;1;0;0.05;0.0499;7967.2117
50;13.02.2013 00:00:00;432070;131;15642;3;0;0.2;0.0948;15584.3914
50;13.02.2013 00:00:00;421190;-106;-7790;2;0;0;-0.0474;-7790.3709
50;13.02.2013 00:00:00;431630;-213;-7776;2;0;0;-0.0473;-7776.1905
50;27.02.2013 00:00:00;430540;-315;-8014;2;0;0;-0.0491;-8014.0429
50;27.02.2013 00:00:00;431875;405;8163.8134;1;0;0.05;0.0500;8162.2250
50;06.03.2013 00:00:00;424052;649;6817;3;0;0.10;0.0402;6808.01
50;06.03.2013 00:00:00;407343;-5956;-8209;2;0;0;-0.0484;-8210.2229
50;13.03.2013 00:00:00;407373;5;7784;3;0;0.10;0.0389;6643.1074
50;13.03.2013 00:00:00;404093;-237;-7927;2;0;0;-0.0464;-7927.3862
50;05.04.2013 00:00:00;430770;-29;-446;3;0;0.05;-0.0028;-460.5938
50;05.04.2013 00:00:00;414217;-1368;-7121;2;0;0;-0.0434;-7121.1248
50;08.04.2013 00:00:00;400024;-521;-7221;2;0;0;-0.0435;-7221.06
50;10.04.2013 00:00:00;407373;10;15896;3;0;0.2;0.0872;14518.9504
50;15.04.2013 00:00:00;430770;-5;-80;3;0;0.05;-0.0005;-80.5343
50;17.04.2013 00:00:00;405326;411;8150.0390;1;0;0.05;0.0499;8130.4820
50;17.04.2013 00:00:00;402293;52;8150.0390;1;0;0.05;0.0496;8082.9919
50;17.04.2013 00:00:00;404267;206;8150.0390;1;0;0.05;0.0500;8149.6230
50;17.04.2013 00:00:00;423888;2878;8150.0390;1;0;0.05;0.0500;8147.618
50;17.04.2013 00:00:00;403721;97;8150.0390;1;0;0.05;0.0496;8085.6729
50;17.04.2013 00:00:00;417308;736;8150.0390;1;0;0.05;0.0499;8140.16
50;17.04.2013 00:00:00;417584;-2860;-39777;2;0;0;-0.2440;-39777.2869
50;17.04.2013 00:00:00;430770;-511;-7597;2;0;0;-0.0466;-7597.4920
50;01.05.2013 00:00:00;403721;-98;-7694;2;0;0;-0.0459;-7772.8208
50;01.05.2013 00:00:00;414419;430;8461.5948;1;0;0.05;0.0499;8449.6419
50;08.05.2013 00:00:00;424052;1330;15304;3;0;0.2;0.0903;15295.0
50;08.05.2013 00:00:00;417308;-736;-8037;2;0;0;-0.0475;-8037.12
50;08.05.2013 00:00:00;404267;-207;-8215;2;0;0;-0.0487;-8254.7849
50;13.05.2013 00:00:00;431875;-406;-7812;2;0;0;-0.0453;-7830.8324
50;15.05.2013 00:00:00;431072;132;8742.5696;1;0;0.05;0.0498;8705.8022
50;28.05.2013 00:00:00;432070;-139;-16671;3;0;0.0925781665074681113234344140;-0.0932;-16791.3508
50;29.05.2013 00:00:00;428181;545;8831.0479;1;0;0.05;0.0500;8828.0574
50;29.05.2013 00:00:00;406166;784;8831.0479;1;0;0.05;0.0500;8824.5885
50;29.05.2013 00:00:00;404190;966;8831.0479;1;0;0.05;0.0500;8823.1779
50;29.05.2013 00:00:00;431344;133;8831.0479;1;0;0.05;0.0499;8821.8267
50;29.05.2013 00:00:00;432070;-138;-16269;2;0;0;-0.0928;-16387.50
50;05.06.2013 00:00:00;402293;-52;-8520;2;0;0;-0.0491;-8520.0888
50;05.06.2013 00:00:00;405326;215;5969;3;0;0.10;0.0343;5950.0302
50;05.06.2013 00:00:00;431110;3205;8671.3893;1;0;0.05;0.0500;8669.525
50;05.06.2013 00:00:00;429478;-1788;-8084;2;0;0;-0.0466;-8084.4009
50;21.06.2013 00:00:00;405326;-266;-6311;3;0;0.05;-0.0369;-6312.7832
50;26.06.2013 00:00:00;414319;1250;4091.6467;1;0;0.0235;0.0235;4090.8906
50;28.06.2013 00:00:00;405326;-360;-8398;2;0;0;-0.0481;-8398.1337
50;28.06.2013 00:00:00;431344;-134;-8267;2;0;0;-0.0477;-8328.8991
50;03.07.2013 00:00:00;430540;244;8967.2947;1;0;0.05;0.0498;8935.7428
50;03.07.2013 00:00:00;431211;247;8967.2947;1;0;0.05;0.0499;8952.5349
50;26.07.2013 00:00:00;404190;-967;-9172;2;0;0;-0.0491;-9181.3952
50;31.07.2013 00:00:00;429201;2005;7829;3;0;0.10;0.0411;7825.515
50;07.08.2013 00:00:00;431211;-247;-8816;2;0;0;-0.0459;-8816.2570
50;07.08.2013 00:00:00;404253;1151;9612.7329;1;0;0.05;0.0500;9611.1312
50;21.08.2013 00:00:00;400078;357;9631.9228;1;0;0.05;0.0499;9613.1799
50;21.08.2013 00:00:00;423888;-2879;-8764;2;0;0;-0.0455;-8766.555
50;27.08.2013 00:00:00;424052;-1473;-18171;3;0;0.0947980017494327133389297282;-0.0948;-18176.82
50;28.08.2013 00:00:00;432390;5662;9467.7727;1;0;0.05;0.0500;9466.6375
50;28.08.2013 00:00:00;431344;122;9467.7727;1;0;0.05;0.0498;9423.0763
50;04.09.2013 00:00:00;424052;-1473;-17885;2;0;0;-0.0923;-17896.95
50;04.09.2013 00:00:00;429201;-4880;-17080;2;0;0;-0.0881;-17080.0
50;04.09.2013 00:00:00;431072;167;21682;3;0;0.2;0.1116;21633.7970
50;04.09.2013 00:00:00;404190;865;9695.4550;1;0;0.05;0.0500;9688.9720
50;11.09.2013 00:00:00;432390;-5662;-8955;2;0;0;-0.0455;-8955.0758
50;11.09.2013 00:00:00;414330;364;9851.4611;1;0;0.05;0.0500;9847.4809
