Asof;SecurityId;Price;AdjustedPrice
01.11.2005 00:00:00;414357;27.3697153957421;27.3697153957421
02.11.2005 00:00:00;414357;27.6342330520486;27.6342330520486
03.11.2005 00:00:00;414357;27.7417677191215;27.7417677191215
04.11.2005 00:00:00;414357;28.1676403340618;28.1676403340618
07.11.2005 00:00:00;414357;28.2861799534744;28.2861799534744
08.11.2005 00:00:00;414357;28.1671779115468;28.1671779115468
09.11.2005 00:00:00;414357;27.6067646128709;27.6067646128709
10.11.2005 00:00:00;414357;27.3306046221167;27.3306046221167
11.11.2005 00:00:00;414357;27.8655488006967;27.8655488006967
14.11.2005 00:00:00;414357;27.5313368770854;27.5313368770854
15.11.2005 00:00:00;414357;27.7343740065893;27.7343740065893
16.11.2005 00:00:00;414357;27.7070273517044;27.7070273517044
17.11.2005 00:00:00;414357;27.5101824769254;27.5101824769254
18.11.2005 00:00:00;414357;27.4437553419572;27.4437553419572
21.11.2005 00:00:00;414357;27.8137976697866;27.8137976697866
22.11.2005 00:00:00;414357;27.3091590718118;27.3091590718118
23.11.2005 00:00:00;414357;27.3578213595734;27.3578213595734
24.11.2005 00:00:00;414357;27.3595250934856;27.3595250934856
25.11.2005 00:00:00;414357;27.6481605243307;27.6481605243307
28.11.2005 00:00:00;414357;27.3663458204555;27.3663458204555
29.11.2005 00:00:00;414357;27.5090769613432;27.5090769613432
30.11.2005 00:00:00;414357;27.1101062591129;27.1101062591129
01.12.2005 00:00:00;414357;26.9864884453784;26.9864884453784
02.12.2005 00:00:00;414357;27.2203151245473;27.2203151245473
05.12.2005 00:00:00;414357;27.6323487596799;27.6323487596799
06.12.2005 00:00:00;414357;27.5224572186544;27.5224572186544
07.12.2005 00:00:00;414357;27.4191439991266;27.4191439991266
08.12.2005 00:00:00;414357;27.1527905240118;27.1527905240118
09.12.2005 00:00:00;414357;27.2705991268158;27.2705991268158
12.12.2005 00:00:00;414357;27.3210929801801;27.3210929801801
13.12.2005 00:00:00;414357;27.2856869113922;27.2856869113922
14.12.2005 00:00:00;414357;27.9229630849433;27.9229630849433
15.12.2005 00:00:00;414357;27.3475993313523;27.3475993313523
16.12.2005 00:00:00;414357;27.8137128072445;27.8137128072445
19.12.2005 00:00:00;414357;27.6803615524406;27.6803615524406
20.12.2005 00:00:00;414357;27.7044004896592;27.7044004896592
21.12.2005 00:00:00;414357;28.4568619842194;28.4568619842194
22.12.2005 00:00:00;414357;28.544787724036;28.544787724036
23.12.2005 00:00:00;414357;28.8256449517441;28.8256449517441
27.12.2005 00:00:00;414357;28.9397367230931;28.9397367230931
28.12.2005 00:00:00;414357;28.9291936324948;28.9291936324948
29.12.2005 00:00:00;414357;28.809753946666;28.809753946666
30.12.2005 00:00:00;414357;28.9677429199219;28.9677429199219
02.01.2006 00:00:00;414357;28.9006189018273;28.9006189018273
03.01.2006 00:00:00;414357;29.359511174993;29.359511174993
04.01.2006 00:00:00;414357;29.637070344936;29.637070344936
05.01.2006 00:00:00;414357;29.5948146034871;29.5948146034871
06.01.2006 00:00:00;414357;30.0931918198292;30.0931918198292
09.01.2006 00:00:00;414357;30.1698437154981;30.1698437154981
10.01.2006 00:00:00;414357;30.3424915185057;30.3424915185057
11.01.2006 00:00:00;414357;31.4582658689027;31.4582658689027
12.01.2006 00:00:00;414357;31.9764823147036;31.9764823147036
13.01.2006 00:00:00;414357;30.9663683562734;30.9663683562734
16.01.2006 00:00:00;414357;31.1921246965909;31.1921246965909
17.01.2006 00:00:00;414357;30.8730940430321;30.8730940430321
18.01.2006 00:00:00;414357;30.6597323165065;30.6597323165065
19.01.2006 00:00:00;414357;30.8717887275512;30.8717887275512
20.01.2006 00:00:00;414357;31.1305469627863;31.1305469627863
23.01.2006 00:00:00;414357;31.4493132342259;31.4493132342259
24.01.2006 00:00:00;414357;31.6677477203508;31.6677477203508
25.01.2006 00:00:00;414357;32.4983812844483;32.4983812844483
26.01.2006 00:00:00;414357;32.787096577306;32.787096577306
27.01.2006 00:00:00;414357;33.8142470694319;33.8142470694319
30.01.2006 00:00:00;414357;34.4648027067512;34.4648027067512
31.01.2006 00:00:00;414357;33.7042526055695;33.7042526055695
01.02.2006 00:00:00;414357;34.7455432944075;34.7455432944075
02.02.2006 00:00:00;414357;38.1550648475494;38.1550648475494
03.02.2006 00:00:00;414357;37.7869677439499;37.7869677439499
06.02.2006 00:00:00;414357;37.8252821679687;37.8252821679687
07.02.2006 00:00:00;414357;37.27871188;37.27871188
08.02.2006 00:00:00;414357;37.8626574;37.8626574
09.02.2006 00:00:00;414357;37.76215;37.76215
10.02.2006 00:00:00;414357;37.56733584;37.56733584
13.02.2006 00:00:00;414357;37.589058;37.589058
14.02.2006 00:00:00;414357;38.91250608;38.91250608
15.02.2006 00:00:00;414357;39.2167255;39.2167255
16.02.2006 00:00:00;414357;39.57622746;39.57622746
17.02.2006 00:00:00;414357;40.043906;40.043906
20.02.2006 00:00:00;414357;39.40767321;39.40767321
21.02.2006 00:00:00;414357;39.03512748;39.03512748
22.02.2006 00:00:00;414357;39.87006675;39.87006675
23.02.2006 00:00:00;414357;40.38525128;40.38525128
24.02.2006 00:00:00;414357;41.1026176;41.1026176
27.02.2006 00:00:00;414357;42.60360005;42.60360005
28.02.2006 00:00:00;414357;41.03005;41.03005
01.03.2006 00:00:00;414357;41.14716912;41.14716912
02.03.2006 00:00:00;414357;40.77458;40.77458
03.03.2006 00:00:00;414357;40.7811859;40.7811859
06.03.2006 00:00:00;414357;40.61404;40.61404
07.03.2006 00:00:00;414357;41.27590685;41.27590685
