Asof;SecurityId;Price;AdjustedPrice
03.06.2014 00:00:00;428370;3.316965921583;3.316965921583
04.06.2014 00:00:00;428370;3.30593674323035;3.30593674323035
05.06.2014 00:00:00;428370;3.38026092724994;3.38026092724994
06.06.2014 00:00:00;428370;3.42325172262132;3.42325172262132
09.06.2014 00:00:00;428370;3.47810111699001;3.47810111699001
10.06.2014 00:00:00;428370;3.47899904037794;3.47899904037794
11.06.2014 00:00:00;428370;3.44282867055437;3.44282867055437
12.06.2014 00:00:00;428370;3.46910112359551;3.46910112359551
13.06.2014 00:00:00;428370;3.46534653465347;3.46534653465347
16.06.2014 00:00:00;428370;3.40526160212829;3.40526160212829
17.06.2014 00:00:00;428370;3.45224056603774;3.45224056603774
18.06.2014 00:00:00;428370;3.44171643441716;3.44171643441716
19.06.2014 00:00:00;428370;3.41556534508076;3.41556534508076
20.06.2014 00:00:00;428370;3.43832793641448;3.43832793641448
23.06.2014 00:00:00;428370;3.41129744042365;3.41129744042365
24.06.2014 00:00:00;428370;3.37494492583346;3.37494492583346
25.06.2014 00:00:00;428370;3.33088505325009;3.33088505325009
26.06.2014 00:00:00;428370;3.34411289137145;3.34411289137145
27.06.2014 00:00:00;428370;3.32599118942731;3.32599118942731
30.06.2014 00:00:00;428370;3.29989749597306;3.29989749597306
01.07.2014 00:00:00;428370;3.3489187609585;3.3489187609585
02.07.2014 00:00:00;428370;3.39191564147627;3.39191564147627
03.07.2014 00:00:00;428370;3.43104206360838;3.43104206360838
04.07.2014 00:00:00;428370;3.4007948189579;3.4007948189579
07.07.2014 00:00:00;428370;3.37404355503237;3.37404355503237
08.07.2014 00:00:00;428370;3.20921333431452;3.20921333431452
09.07.2014 00:00:00;428370;3.21914283613909;3.21914283613909
10.07.2014 00:00:00;428370;3.12040576301088;3.12040576301088
11.07.2014 00:00:00;428370;3.12541375505701;3.12541375505701
14.07.2014 00:00:00;428370;3.15623394731049;3.15623394731049
15.07.2014 00:00:00;428370;3.12275031220157;3.12275031220157
16.07.2014 00:00:00;428370;3.19021578480638;3.19021578480638
17.07.2014 00:00:00;428370;3.10388170055453;3.10388170055453
18.07.2014 00:00:00;428370;3.12310536044362;3.12310536044362
21.07.2014 00:00:00;428370;3.11510578487942;3.11510578487942
22.07.2014 00:00:00;428370;3.14516727245753;3.14516727245753
23.07.2014 00:00:00;428370;3.17192721871519;3.17192721871519
24.07.2014 00:00:00;428370;3.26232185273159;3.26232185273159
25.07.2014 00:00:00;428370;3.37574404761905;3.37574404761905
28.07.2014 00:00:00;428370;3.36782550435495;3.36782550435495
29.07.2014 00:00:00;428370;3.36957331149006;3.36957331149006
30.07.2014 00:00:00;428370;3.43556451011119;3.43556451011119
31.07.2014 00:00:00;428370;3.36273264070558;3.36273264070558
01.08.2014 00:00:00;428370;3.28480776409108;3.28480776409108
04.08.2014 00:00:00;428370;3.29980628818358;3.29980628818358
05.08.2014 00:00:00;428370;3.20729337916604;3.20729337916604
06.08.2014 00:00:00;428370;3.19595354065193;3.19595354065193
07.08.2014 00:00:00;428370;3.10293237582286;3.10293237582286
08.08.2014 00:00:00;428370;3.11846429638482;3.11846429638482
11.08.2014 00:00:00;428370;3.14283579859555;3.14283579859555
12.08.2014 00:00:00;428370;3.17997901993106;3.17997901993106
13.08.2014 00:00:00;428370;3.21931137724551;3.21931137724551
14.08.2014 00:00:00;428370;3.19524414865774;3.19524414865774
15.08.2014 00:00:00;428370;3.17747236331043;3.17747236331043
18.08.2014 00:00:00;428370;3.21602032429201;3.21602032429201
19.08.2014 00:00:00;428370;3.23124157555788;3.23124157555788
20.08.2014 00:00:00;428370;3.2618187292984;3.2618187292984
21.08.2014 00:00:00;428370;3.31247172372191;3.31247172372191
22.08.2014 00:00:00;428370;3.32554458430693;3.32554458430693
25.08.2014 00:00:00;428370;3.40151515151515;3.40151515151515
26.08.2014 00:00:00;428370;3.45285021224985;3.45285021224985
27.08.2014 00:00:00;428370;3.46816422554451;3.46816422554451
28.08.2014 00:00:00;428370;3.39277583851874;3.39277583851874
29.08.2014 00:00:00;428370;3.47133757961783;3.47133757961783
01.09.2014 00:00:00;428370;3.49120536054215;3.49120536054215
02.09.2014 00:00:00;428370;3.53107129241327;3.53107129241327
03.09.2014 00:00:00;428370;3.57311231085089;3.57311231085089
04.09.2014 00:00:00;428370;3.71110257395313;3.71110257395313
